"","state","date","symptom.x","finances_samplesize","finances_stderr","symptom.y","symptom_samplesize","symptoms_stderr","maskwearing","maskwearing_samplesize","maskwearing_stderr","admission","depression"
"7007","nc",2021-09-15,35.1987227,3498.0055,0.8075046,1.5942259,7855.0112,0.174727,70.4916516,7074.0101,0.5422611,0.0229093,11.1273022
"7008","nd",2021-09-15,33.5325237,259.7583,2.9292268,2.7474299,581.4098,0.7007988,29.055734,520.9152,1.9892578,0.0373332,8.9718857
"7009","ne",2021-09-15,28.5882042,770.7666,1.6274849,1.8571499,1611.5868,0.5058806,45.0175551,1465.6485,1.2995352,0.0147461,12.2812728
"7010","nh",2021-09-15,29.2475318,576,1.8954144,1.4323893,1267.7766,0.3654212,44.4750069,1160.7766,1.4585722,0,9.4721767
"7011","nj",2021-09-15,38.1816519,1928.999,1.1061654,0.6456251,4372.9979,0.1209241,65.1767735,3937.9981,0.7591772,0.0080416,11.7580581
"7012","nm",2021-09-15,40.7214855,821.4581,1.7142247,1.1113793,1793.1912,0.2628874,82.7884462,1619.0813,0.9381247,0,12.3099346
"7013","nv",2021-09-15,37.6492359,810.9554,1.7013767,2.1202578,1713.8485,0.4827326,80.4911687,1558.905,1.0036445,0.0136563,14.6100645
"7014","ny",2021-09-15,40.3412054,4501.9998,0.7311541,1.1007346,10159.0008,0.1368208,63.1619328,9177.0004,0.5035305,0.0066491,11.9235555
"7015","oh",2021-09-15,36.3719968,4196.0012,0.7426598,1.913292,9391.0047,0.1526556,45.2971037,8471.0042,0.5408451,0.0097737,13.4839145
"7016","ok",2021-09-15,42.7802564,1558.8133,1.2531342,2.6309034,3425.8117,0.4025544,54.5241299,3019.8117,0.9061393,0.0394754,15.309841
"7017","or",2021-09-15,33.5248613,1764.0095,1.1239906,1.3517797,3873.0294,0.2168441,82.0450609,3543.0218,0.6448093,0.0067362,16.3294227
"7018","pa",2021-09-15,33.416433,4196.0026,0.7281917,1.5900044,9170.0065,0.1520109,49.9722325,8410.006,0.54522,0.0178805,12.741987
"7019","ri",2021-09-15,33.432058,334.997,2.5774703,1.2901107,731.991,0.3990657,61.3574044,675.9915,1.8728199,0,15.0481215
"7020","sc",2021-09-15,38.6508892,2165.0019,1.0465374,2.2223681,4920.0034,0.2521586,60.5693518,4366.0029,0.7396077,0.0054755,10.6860478
"7021","sd",2021-09-15,31.2758988,333.324,2.5393709,1.4097031,805.3422,0.3757646,33.5118817,727.7444,1.7497741,0.0160025,11.9958097
"7022","tn",2021-09-15,37.7550257,2505.3101,0.9685204,2.7534244,5543.8597,0.3058759,59.1032643,4957.8548,0.6982375,0.0103718,13.7268281
"7023","tx",2021-09-15,43.3271763,7138.2525,0.5865049,1.9719716,15946.2671,0.1257106,67.6947091,14255.2621,0.3916757,0.0165429,12.510676
"7024","ut",2021-09-15,35.785161,994.0411,1.5204321,1.9962156,2145.0603,0.3352997,44.2289855,1966.0579,1.1201073,0.0043958,13.498025
"7025","va",2021-09-15,33.9010156,2909.6818,0.8775684,1.5440114,6416.3891,0.1670655,64.0192316,5793.9543,0.6305259,0.0448998,11.8794435
"7026","vt",2021-09-15,24.3304297,285.0003,2.5416331,0.6236915,628.0004,0.2795986,57.8981881,595.0004,2.024064,0,10.1067422
"7027","wa",2021-09-15,34.8452638,2817.9878,0.8975844,1.0815347,6208.9672,0.1416784,82.5634963,5718.9749,0.5017237,0,13.388555
"7028","wi",2021-09-15,31.3832528,2047.9861,1.0254171,1.4363665,4528.9562,0.2381559,46.8822956,4126.9722,0.7767984,0,11.8565582
"7029","wv",2021-09-15,40.4099445,930.052,1.6090791,1.6150773,2083.0554,0.234438,51.7463383,1845.0547,1.163323,0.0080042,14.0483919
"7030","wy",2021-09-15,34.9458793,265.0043,2.9289296,3.7052303,581.0188,0.8192065,40.7707517,529.0272,2.1365028,0,19.6062349
"7031","ak",2021-09-16,40.9622635,332,2.6989061,1.7101309,711,0.4626837,61.67302,643,1.9173192,0.1367693,12.9803074
"7032","al",2021-09-16,39.0823863,1658.0608,1.1982895,2.3689727,3656.1105,0.3052135,64.0910757,3251.0972,0.8413661,0.0899836,17.3778308
"7033","ar",2021-09-16,42.3578922,1026.8828,1.5419726,2.3286074,2412.2096,0.5312056,60.6789401,2123.209,1.0600717,0.0188558,13.9297899
"7034","az",2021-09-16,36.9877389,2063.5317,1.0627616,1.4121962,4503.3663,0.1822302,60.8397782,4048.4807,0.7671324,0.0057748,12.8667387
"7035","ca",2021-09-16,39.3289188,8223.0419,0.5386797,1.0339211,17979.1491,0.0829169,79.7154348,16322.0926,0.3147503,0.0018144,11.8972345
"7036","co",2021-09-16,32.6465084,1758.9354,1.1180816,1.3624633,3801.8715,0.3107642,48.3636279,3490.8716,0.8458052,0.0049196,11.9644787
"7037","ct",2021-09-16,36.1923146,1260,1.3538153,0.5887865,2725,0.1477688,71.6012562,2500,0.9018616,0,10.9803215
"7038","dc",2021-09-16,36.7894215,164,3.7656022,2.3012352,356,1.1245946,76.4309427,333,2.3258601,0,10.181476
"7039","de",2021-09-16,33.4950401,420,2.302993,1.0882283,856,0.513152,63.7250476,785,1.7160253,0.0144767,11.8111603
"7040","fl",2021-09-16,41.1020373,6874.9999,0.5933972,1.6435559,15287.9997,0.1275306,69.035519,13679.9998,0.3952985,0.0216915,11.3899228
"7041","ga",2021-09-16,37.6906173,2862.9527,0.905704,1.9796694,6354.9117,0.1953179,67.7605789,5601.9248,0.6244728,0.0253435,13.8838573
"7042","hi",2021-09-16,41.630518,435,2.3634923,0.7469042,936,0.2864521,89.5614162,848,1.0499856,0,9.4515345
"7043","ia",2021-09-16,32.9505302,1366.87,1.2713504,2.6188926,2972.5299,0.4507089,39.7016673,2714.5715,0.9390882,0,11.612561
"7044","id",2021-09-16,37.5922057,775.0574,1.7398083,2.0335694,1788.0668,0.3845272,44.6117402,1623.0667,1.2338582,0,11.999796
"7045","il",2021-09-16,35.7679524,3761.0005,0.781576,1.2400997,8621.0232,0.1291046,74.7820173,7827.023,0.4908575,0.0011349,12.264595
"7046","in",2021-09-16,34.751558,2262.0024,1.0012112,1.4995713,5010.0019,0.1903354,47.9951058,4551.0015,0.7405717,0.0296079,12.2890567
"7047","ks",2021-09-16,34.2285058,1142.9715,1.4034441,1.1566018,2468.9706,0.2146946,53.0489039,2233.9704,1.055899,0,11.9755166
"7048","ky",2021-09-16,39.8185087,1735.6855,1.1750016,2.1442752,4022.14,0.2406995,60.5543062,3570.1436,0.8179551,0.0063815,15.4552393
"7049","la",2021-09-16,44.4348431,1219.1848,1.4230768,2.2669832,2812.1837,0.3726076,72.179673,2468.184,0.901986,0.0092259,14.4226769
"7050","ma",2021-09-16,37.6366228,1629.004,1.2003532,0.6469221,3639.009,0.1289513,60.6969474,3353.0085,0.8434886,0.0064428,11.4587455
"7051","md",2021-09-16,34.5456017,1440.999,1.2526622,1.2705653,3133.998,0.2327837,73.2315684,2844.9983,0.8300794,0.007077,12.905309
"7052","me",2021-09-16,33.4958828,739,1.736192,1.4920795,1600.2234,0.3485884,52.5747158,1457.2234,1.3080681,0,12.3070613
"7053","mi",2021-09-16,32.6699172,3903.0167,0.7507207,1.2986609,8527.0469,0.1467646,43.7640379,7707.0302,0.565096,0,12.3598906
"7054","mn",2021-09-16,30.0866587,1619.7276,1.1395831,1.476707,3609.4576,0.2675838,45.3755579,3315.4226,0.8646395,0.0050503,11.0455417
"7055","mo",2021-09-16,35.5140325,1965.0078,1.0795691,1.6055247,4400.8557,0.2167681,56.5340407,3976.8494,0.7860679,0.0046446,12.4055711
"7056","ms",2021-09-16,44.465458,946.662,1.6150855,1.8348038,2211.1306,0.3054697,65.1845415,1952.6075,1.0780798,0.0144456,11.9647963
"7057","mt",2021-09-16,30.8863971,547.6332,1.9743335,3.1206963,1229.309,0.5730216,38.874895,1098.5779,1.4707166,0.0793227,10.6542146
"7058","nc",2021-09-16,34.7680011,3490.0056,0.8061338,1.5672416,7882.0112,0.1716358,69.9192914,7087.0101,0.5447673,0.0202141,11.5761437
"7059","nd",2021-09-16,37.1825717,255.396,3.0241459,2.4142874,563.3943,0.6159323,30.8299908,506.6482,2.0515984,0.0186666,8.8971786
"7060","ne",2021-09-16,29.0976765,771.8607,1.6348952,1.7355078,1608.6818,0.3245157,44.0383594,1460.7436,1.2988942,0.0147461,13.3265156
"7061","nh",2021-09-16,30.1636089,571,1.9207219,1.5718035,1265.7766,0.3749355,44.3296184,1155.7766,1.461242,0,8.6062538
"7062","nj",2021-09-16,38.720638,1970.9988,1.0971985,0.5591091,4413.9978,0.1078461,65.6266171,3958.998,0.7548463,0.0096499,11.7151688
"7063","nm",2021-09-16,39.7358425,816.484,1.7125644,1.2047901,1787.6929,0.2696375,81.8413256,1611.583,0.9602892,0,12.6695795
"7064","nv",2021-09-16,40.8556401,789.9583,1.7489629,2.2868699,1693.8514,0.508269,81.6563836,1542.9079,0.9852979,0.0136563,14.4128693
"7065","ny",2021-09-16,41.3126836,4564.9994,0.728775,1.1347032,10246.0006,0.1376156,63.5593048,9283.0002,0.4995037,0.0066491,11.9070163
"7066","oh",2021-09-16,36.4768539,4221.0011,0.7409126,1.8874997,9366.0049,0.1485314,45.8089674,8475.0043,0.541214,0.0109954,14.0552534
"7067","ok",2021-09-16,42.0102269,1516.5704,1.267424,2.5089119,3397.5688,0.3944535,54.6037218,2996.5689,0.9095134,0.0287094,15.1075859
"7068","or",2021-09-16,34.1933824,1734.0106,1.1391474,1.0076862,3792.0339,0.1924239,81.9744769,3468.0273,0.6527427,0.0067362,15.9695979
"7069","pa",2021-09-16,33.9802786,4221.0024,0.7290252,1.5892065,9139.0065,0.1527153,50.5912274,8362.006,0.5467445,0.016763,12.3145403
"7070","ri",2021-09-16,32.7425337,328.996,2.5872064,1.2399681,724.991,0.3787114,59.281004,664.9915,1.9052337,0,16.1373566
"7071","sc",2021-09-16,37.7192261,2114.0016,1.0541581,2.6462539,4860.003,0.362604,60.5364306,4305.0026,0.7449376,0.0054755,10.3344076
"7072","sd",2021-09-16,30.3165622,336.3497,2.5061626,1.7382917,814.2634,0.463068,35.2376395,728.6738,1.7696939,0.0160025,11.9039918
"7073","tn",2021-09-16,38.4932937,2443.315,0.9843829,2.8043996,5441.8622,0.3105896,59.1252801,4867.8567,0.704604,0.0124461,15.1671962
"7074","tx",2021-09-16,43.7433903,7141.4995,0.5870138,1.8919485,15890.4933,0.1263834,67.2965241,14212.4886,0.3935122,0.0165429,12.6428158
"7075","ut",2021-09-16,35.2279487,990.0435,1.5181349,1.9535993,2156.0627,0.3628464,43.968015,1968.0603,1.1188381,0.0043958,13.4938188
"7076","va",2021-09-16,34.7318375,2954.2314,0.8759762,1.5929404,6474.1375,0.1691665,64.503112,5843.9899,0.6259372,0.0415739,12.4109837
"7077","vt",2021-09-16,25.9111996,276.0004,2.6373343,0.8735649,633.0006,0.3421287,58.4378819,592.0006,2.0255128,0,10.3607927
"7078","wa",2021-09-16,35.7082635,2830.9868,0.9005193,0.9688468,6229.9627,0.1249828,83.2248503,5757.9693,0.4924079,0,13.5830433
"7079","wi",2021-09-16,33.173369,2027.9857,1.0455315,1.4688328,4457.9553,0.2299781,46.2454256,4070.9717,0.7814354,0,12.0101393
"7080","wv",2021-09-16,41.5207022,921.0522,1.6236458,2.1629204,2104.056,0.4797107,50.68843,1850.0551,1.1623489,0.0160083,14.0579206
"7081","wy",2021-09-16,35.1907165,265.9914,2.9281874,3.5851269,562.9922,0.8055289,41.4744935,514.0001,2.1731091,0,17.4732262
"7082","ak",2021-09-17,40.72747,339,2.6685208,1.8248754,712,0.4753091,62.0298307,648,1.9064879,0.1367693,11.0921955
"7083","al",2021-09-17,38.8906599,1646.0671,1.20158,2.4788216,3678.12,0.307466,64.0513025,3261.1031,0.8402786,0.0696647,16.8972112
"7084","ar",2021-09-17,43.5858447,1032.826,1.5429548,2.1853684,2371.1521,0.5247086,59.5751074,2085.1515,1.074702,0.0188558,14.6794952
"7085","az",2021-09-17,36.1956466,2061.4173,1.05845,1.3916312,4495.7426,0.1866072,60.9012676,4056.55,0.766154,0.0076997,12.9892625
"7086","ca",2021-09-17,39.4018668,8145.0419,0.5414288,1.1653344,17848.1492,0.1098206,79.5265619,16189.0927,0.3171321,0.0021772,11.6558413
"7087","co",2021-09-17,33.7614913,1763.9355,1.1259646,1.366136,3814.8431,0.3125958,48.2263372,3504.8432,0.8440386,0.0098391,12.8682343
"7088","ct",2021-09-17,34.5909074,1237,1.3524312,0.9591441,2707,0.2449058,72.0071723,2478,0.9019046,0,10.8182636
"7089","dc",2021-09-17,37.17918,159,3.8326851,2.3063643,355,1.1256017,77.993683,328,2.2875283,0,10.5199905
"7090","de",2021-09-17,34.2029945,396,2.3838973,1.1012504,831,0.5178102,63.3265514,766,1.7412231,0.0144767,13.5016861
"7091","fl",2021-09-17,41.0054631,6792,0.5967988,1.5514678,15038.9997,0.1206289,68.6501333,13450.9998,0.4000012,0.0236635,11.8771073
"7092","ga",2021-09-17,37.2268126,2846.9522,0.9059932,2.0360426,6328.9136,0.1978849,67.8449697,5557.925,0.6265085,0.0226757,13.1471338
"7093","hi",2021-09-17,41.8998085,435,2.3656483,0.8365943,933,0.3005347,88.6482781,850,1.0880693,0,11.8341094
"7094","ia",2021-09-17,33.958348,1396.0448,1.267455,2.7654533,3018.6812,0.4951166,39.3704204,2767.7229,0.9286798,0,11.5612488
"7095","id",2021-09-17,37.0905335,777.0482,1.7328683,2.250137,1824.0576,0.4107026,43.9624965,1658.0575,1.2189356,0.0078196,14.2165317
"7096","il",2021-09-17,36.4961547,3722.0006,0.789106,1.1973178,8570.0231,0.1262904,74.0867492,7772.0229,0.4970089,0.0011349,12.0448044
"7097","in",2021-09-17,35.206087,2222.0019,1.01322,1.6024604,4984.0041,0.1934081,48.5344427,4533.0039,0.7423186,0.0317228,12.2195404
"7098","ks",2021-09-17,33.5099076,1123.0284,1.4085417,1.1851206,2446.0273,0.21041,52.9523541,2217.0272,1.0600493,0,10.8447097
"7099","ky",2021-09-17,39.1967923,1735.3704,1.171905,2.2686513,4024.1428,0.2544895,61.3135259,3573.142,0.8147654,0.0063815,14.8756798
"7100","la",2021-09-17,44.5086521,1252.1847,1.4044318,2.2475683,2820.1837,0.3709747,71.7250592,2496.1841,0.9013594,0.0092259,13.7921627
"7101","ma",2021-09-17,36.8881169,1627.005,1.1962016,0.698957,3609.0085,0.1323306,60.4953231,3333.0085,0.8467729,0.0064428,11.9737848
"7102","md",2021-09-17,34.9352838,1431.9991,1.2598926,1.2220459,3142.9982,0.2188939,72.8372223,2855.9985,0.8323094,0.004718,13.1805109
"7103","me",2021-09-17,33.2403492,734,1.7387686,1.728378,1562.2234,0.4081506,52.811862,1430.2234,1.3200191,0,13.5499245
"7104","mi",2021-09-17,32.4384987,3886,0.7509804,1.1900618,8455.0475,0.1226019,44.6739147,7653.0477,0.5682962,0,13.0187299
"7105","mn",2021-09-17,31.251658,1611.7359,1.1545712,1.3105201,3599.4893,0.2489108,45.6955646,3323.4543,0.8640917,0.0075755,12.2649888
"7106","mo",2021-09-17,34.7789671,1924.0123,1.085796,1.7133322,4279.8609,0.2270825,57.3007002,3868.8546,0.7952417,0.0023223,12.5462908
"7107","ms",2021-09-17,43.6984007,926.1338,1.6298824,1.8450923,2196.2945,0.3145234,64.953356,1943.4283,1.0822803,0.0048152,12.0150517
"7108","mt",2021-09-17,30.9725014,557.8755,1.9576298,4.0580909,1224.5514,0.6681855,40.6467256,1096.8203,1.4830896,0.0925432,11.7727461
"7109","nc",2021-09-17,33.7333872,3439.006,0.8062336,1.6667406,7883.0113,0.1603968,70.1361119,7073.0106,0.5441791,0.0188665,11.7222974
"7110","nd",2021-09-17,39.2012462,265.1618,2.9980702,2.2096073,578.1661,0.5678918,32.2676567,523.42,2.0434151,0.0373332,8.5786523
"7111","ne",2021-09-17,30.592012,772.8556,1.657523,1.9969146,1601.6724,0.3486887,44.8950986,1468.7342,1.2978454,0.0073731,12.2467183
"7112","nh",2021-09-17,29.1118814,585,1.878209,1.4305175,1276.7766,0.3562724,45.2865149,1154.7766,1.4648146,0,10.0059379
"7113","nj",2021-09-17,38.0654696,1977.9988,1.0917395,0.5807907,4402.9979,0.109301,66.3431503,3954.9982,0.7513835,0.004825,10.9786164
"7114","nm",2021-09-17,38.8904517,819.5431,1.7029039,1.1867654,1809.4839,0.2690077,82.0869889,1632.4884,0.949066,0,12.4424392
"7115","nv",2021-09-17,41.5777049,776.9583,1.7681565,2.2268698,1696.8514,0.5062393,81.8025072,1532.9079,0.985442,0.0136563,14.3343439
"7116","ny",2021-09-17,41.7331198,4563.9993,0.7299255,1.2015602,10250.0005,0.1426375,63.9195563,9270.0001,0.4987845,0.0059103,12.4349201
"7117","oh",2021-09-17,35.368178,4210.0006,0.7368659,1.7881201,9386.0016,0.1424422,45.6087666,8490.0013,0.5405486,0.008552,14.0939316
"7118","ok",2021-09-17,42.3142955,1543.5134,1.2575419,2.6752105,3392.5115,0.3997498,53.1384319,3008.5118,0.9097811,0.0251207,14.7207703
"7119","or",2021-09-17,33.6432006,1750.0127,1.1294598,1.1855909,3787.0361,0.2072865,82.1407331,3449.0295,0.6521727,0.0067362,15.6185712
"7120","pa",2021-09-17,33.5971766,4200.0028,0.7288193,1.6846256,9094.0061,0.159861,50.6681582,8324.0057,0.5479804,0.0189981,11.9977107
"7121","ri",2021-09-17,34.6061127,316.995,2.6718913,1.1841488,709.9915,0.3764131,58.6818092,650.9915,1.9298997,0,18.5563782
"7122","sc",2021-09-17,36.7158705,2074.0019,1.0584485,2.6807984,4783.003,0.364728,61.035386,4229.0022,0.7499064,0.0082133,10.6419078
"7123","sd",2021-09-17,26.3559247,332.2472,2.417004,1.6893566,794.1583,0.4671115,34.8082794,707.5687,1.7908252,0,11.224886
"7124","tn",2021-09-17,39.4355749,2408.6296,0.9957903,2.4588479,5398.8589,0.2692052,59.6833289,4824.8581,0.7061982,0.0124461,15.2611449
"7125","tx",2021-09-17,43.5814807,7096.5309,0.5886251,1.7780053,15705.5243,0.1209449,67.2568896,14074.5197,0.3955593,0.0160564,12.3949837
"7126","ut",2021-09-17,33.8273084,978.0411,1.5128455,2.0416966,2125.8677,0.3669563,43.1390103,1926.0579,1.1285158,0.0043958,12.5489907
"7127","va",2021-09-17,34.6940691,2928.1868,0.8796391,1.6572072,6415.7945,0.1730749,65.1775306,5798.1236,0.6256551,0.0415739,11.6840254
"7128","vt",2021-09-17,23.7383682,281.0003,2.5381956,0.9220705,630.0006,0.3497766,58.441575,592.0006,2.0254868,0,9.7805896
"7129","wa",2021-09-17,35.3784964,2807.9846,0.9023206,1.0460684,6158.9609,0.1420194,83.2041399,5688.9675,0.4956292,0,13.6441429
"7130","wi",2021-09-17,32.5637834,1971.0025,1.0555297,1.3486306,4338.9552,0.2075278,45.6188504,3940.9545,0.7934063,0,10.9319992
"7131","wv",2021-09-17,43.8382749,924.0523,1.6322951,2.1619387,2112.0563,0.4821334,53.0918399,1861.0554,1.1568004,0.0160083,15.439037
"7132","wy",2021-09-17,36.2011078,251.9948,3.0274133,3.7407364,540.9956,0.8233813,42.8560381,494.0035,2.2265178,0,19.5713107
"7133","ak",2021-09-18,39.0774598,335,2.6658135,1.9735293,710,0.5551447,59.8659861,641,1.9360535,0.1367693,13.7324693
"7134","al",2021-09-18,40.4310731,1608.063,1.2238156,2.4531764,3657.1123,0.3032308,63.4409969,3234.0967,0.8468484,0.0638593,17.0495041
"7135","ar",2021-09-18,44.7450843,1047.8257,1.5360792,2.009276,2369.218,0.5194608,59.5892687,2086.2241,1.0743651,0.0235697,15.9098358
"7136","az",2021-09-18,36.1072649,2038.6568,1.0637779,1.3143106,4436.9821,0.1844841,59.887261,4010.7895,0.7739153,0.0076997,13.2719078
"7137","ca",2021-09-18,39.5136898,8087.0545,0.5436347,1.194917,17714.115,0.1137728,79.3372265,16077.1121,0.319322,0.0021772,11.7752926
"7138","co",2021-09-18,34.6163978,1750.9356,1.1369471,1.4645101,3765.8732,0.327744,49.0238626,3461.8733,0.8496335,0.0098391,12.4591388
"7139","ct",2021-09-18,33.1223138,1199,1.359225,1.1038016,2640,0.2591768,72.1232837,2410,0.9133769,0,10.9848815
"7140","dc",2021-09-18,33.1834114,157,3.7579659,2.0278661,352,1.0937465,77.9510867,326,2.2961269,0,7.7940826
"7141","de",2021-09-18,33.3809186,399,2.3608153,1.3226118,830,0.5784572,61.2669616,767,1.7589613,0.0144767,12.0707878
"7142","fl",2021-09-18,41.6609002,6703.0003,0.6021568,1.4936465,14883.9992,0.1092646,68.149449,13300.9995,0.4039685,0.0230062,12.5066435
"7143","ga",2021-09-18,37.5411316,2817.9566,0.9121864,1.9044961,6240.9205,0.1852142,67.7066524,5495.9306,0.6307418,0.0226757,13.2300957
"7144","hi",2021-09-18,42.4531183,424,2.4003953,1.0123796,918,0.3277575,88.4964337,839,1.1015346,0.0101533,11.2193127
"7145","ia",2021-09-18,33.7274798,1394.0123,1.2662673,2.6734281,3016.6579,0.4809816,39.227985,2770.6997,0.9275879,0,11.3859274
"7146","id",2021-09-18,36.4719652,783.0669,1.7201363,2.3373608,1788.0865,0.4341685,43.4366947,1624.0865,1.2299606,0.0078196,14.6396103
"7147","il",2021-09-18,36.5180048,3647.0005,0.79728,1.3615958,8415.0228,0.1559003,73.8752411,7625.0226,0.5031008,0.0011349,12.0709448
"7148","in",2021-09-18,34.9082014,2194.9991,1.0174421,1.5802659,4932.0015,0.1915304,48.0892218,4486.0011,0.7459727,0.0296079,12.3751994
"7149","ks",2021-09-18,33.9095976,1110.0284,1.4208999,1.1690407,2379.0275,0.2021263,52.467503,2153.0275,1.0762563,0,12.7026039
"7150","ky",2021-09-18,38.6937441,1707.3701,1.1787153,2.2538657,4029.8249,0.2462662,61.1055648,3579.8246,0.8148042,0.0127629,14.3038759
"7151","la",2021-09-18,43.1423122,1274.1846,1.3874909,1.8798467,2822.1835,0.3030304,72.4362659,2490.1837,0.8954294,0.0123012,14.6170036
"7152","ma",2021-09-18,37.5462782,1613.006,1.2057149,0.6182916,3607.0105,0.1282144,59.586012,3331.0105,0.8502566,0.0064428,12.0387502
"7153","md",2021-09-18,33.4049178,1429.9991,1.247264,1.1683842,3113.9987,0.2136054,72.4090497,2824.9989,0.8409508,0.004718,12.1530514
"7154","me",2021-09-18,33.5228456,713,1.767917,1.8497566,1529.2234,0.4250555,51.9104641,1395.2234,1.3376142,0,14.6093327
"7155","mi",2021-09-18,33.0739623,3876.9996,0.7556015,1.1731377,8419.0476,0.1250253,45.2839302,7647.048,0.5692232,0,13.1737482
"7156","mn",2021-09-18,31.846608,1596.7718,1.1658801,1.3434952,3560.5629,0.2465257,46.6160857,3273.5277,0.8718968,0.0075755,12.5443033
"7157","mo",2021-09-18,34.5721744,1923.0124,1.0845599,1.7982383,4255.7937,0.2308617,56.7246132,3857.781,0.7976961,0.0023223,12.4711223
"7158","ms",2021-09-18,43.3827712,922.1694,1.632028,1.9382227,2164.9456,0.3389678,64.244173,1900.2537,1.0994728,0.0096304,11.8066814
"7159","mt",2021-09-18,31.8986364,541.8227,2.0023287,4.6392644,1231.4898,0.7748842,41.0364694,1095.7409,1.4860136,0.0925432,15.3864486
"7160","nc",2021-09-18,34.2771843,3409.0055,0.8129181,1.6826639,7784.0112,0.1601509,70.3259427,6978.0102,0.5468654,0.0148237,11.3431365
"7161","nd",2021-09-18,40.8812521,275.2614,2.9631392,2.2615134,572.2026,0.5631313,32.4868046,522.4739,2.0488753,0.0559998,8.5221487
"7162","ne",2021-09-18,33.320555,761.9906,1.7075652,2.0664998,1573.8142,0.3547849,46.0240524,1440.8743,1.3130447,0,12.9403754
"7163","nh",2021-09-18,28.4295888,572,1.8860536,1.5561731,1261.7766,0.3518084,45.6128636,1147.7766,1.4701549,0,9.2383218
"7164","nj",2021-09-18,37.4118854,1947.9987,1.0963681,0.5688288,4370.9979,0.1108028,66.4269052,3912.9982,0.7549408,0.004825,9.9933985
"7165","nm",2021-09-18,40.308028,812.3016,1.7210563,0.8761984,1792.2105,0.2121729,82.7051995,1616.2128,0.9407515,0,13.3787152
"7166","nv",2021-09-18,41.2367808,773.9457,1.7694566,2.0400262,1700.8856,0.4335299,81.2915933,1543.8885,0.9925063,0.0091042,14.8538847
"7167","ny",2021-09-18,41.7891123,4578.9994,0.7288672,1.1765391,10218.0008,0.1410119,63.8554283,9251.0003,0.4994892,0.0051715,11.5090467
"7168","oh",2021-09-18,35.1382546,4189.0034,0.7376138,1.8790602,9279.0041,0.1713689,46.0304107,8371.0041,0.5447638,0.0073303,13.7353244
"7169","ok",2021-09-18,40.6062171,1527.5135,1.256534,2.399773,3342.5119,0.3718193,51.1696452,2956.5122,0.9193086,0.0287094,14.0940758
"7170","or",2021-09-18,34.6895713,1739.0139,1.1414035,1.0343131,3750.0367,0.1852519,83.3498209,3420.0334,0.6370105,0.0067362,17.2235746
"7171","pa",2021-09-18,33.6803137,4172.0031,0.7317066,1.7612231,9060.0064,0.164209,50.4195609,8293.0061,0.5490333,0.0223507,12.2576728
"7172","ri",2021-09-18,33.8982385,319.994,2.6462091,0.8264561,697.9895,0.2783625,56.761462,642.9895,1.9537111,0,16.6683661
"7173","sc",2021-09-18,35.5092676,2044.0013,1.0584709,2.5776953,4728.0027,0.3475261,60.9097992,4174.0019,0.7552682,0.0082133,10.8118774
"7174","sd",2021-09-18,26.0942287,353.0524,2.3371782,1.7865614,809.9636,0.4735905,31.6277039,716.3757,1.7374147,0,10.3482779
"7175","tn",2021-09-18,39.3074533,2384.6298,1.000218,2.2326626,5327.1772,0.2507421,59.4336229,4757.1765,0.7119092,0.0124461,15.3835531
"7176","tx",2021-09-18,43.107527,6973.5323,0.5930312,1.7068591,15398.5279,0.1138732,66.9342319,13775.526,0.4008292,0.0160564,12.5994622
"7177","ut",2021-09-18,35.3210422,945.0387,1.5547962,2.0596184,2077.8581,0.3657719,43.8518298,1874.0507,1.146228,0.0043958,12.7672497
"7178","va",2021-09-18,35.2650212,2888.741,0.8889704,1.7082933,6381.9104,0.1811598,65.1992021,5756.2588,0.6278351,0.038248,11.7785545
"7179","vt",2021-09-18,25.8815732,303.0003,2.5161522,0.9019219,649.0007,0.3642825,58.5096557,609.0007,1.9965417,0,11.4552379
"7180","wa",2021-09-18,34.8935446,2855.9834,0.8918806,0.9473057,6191.9597,0.1363317,83.0654428,5724.963,0.4956907,0.0018568,13.5239223
"7181","wi",2021-09-18,31.693927,1935.0025,1.0577351,1.3216738,4324.9547,0.1772099,45.2919404,3918.9542,0.7951536,0.0048985,11.0588224
"7182","wv",2021-09-18,44.4350232,928.0526,1.6310864,2.4185996,2152.0564,0.4899679,52.4643056,1881.0556,1.1514394,0.0160083,14.0171064
"7183","wy",2021-09-18,37.523838,253.988,3.0381149,3.2150973,516.0042,0.7678093,41.7861491,467.0102,2.2822655,0,16.9747615
"7184","ak",2021-09-19,39.7706154,310,2.7797422,1.8999329,670,0.5571148,61.704365,600,1.9845267,0.1367693,14.7740253
"7185","al",2021-09-19,40.1282148,1542.0627,1.2482024,2.4004868,3529.1133,0.2902588,62.0226453,3126.096,0.8680332,0.0696647,15.7097831
"7186","ar",2021-09-19,45.3633691,1012.8322,1.5643209,2.0574325,2286.2177,0.5178715,59.5863945,2007.2238,1.0953161,0.0235697,16.9619944
"7187","az",2021-09-19,35.8918276,1988.6568,1.0756589,1.0307792,4297.6282,0.1547822,59.162502,3891.4356,0.7879486,0.0076997,13.1084974
"7188","ca",2021-09-19,40.4360188,7684.0448,0.5598622,1.2078616,17056.1395,0.115696,79.6340886,15465.1366,0.3238356,0.0032659,12.1362033
