"","state","date","admission","maskwearing","delphi_samplesize","maskwearing_stderr","symptom","symptoms_stderr"
"10430","ia",2021-11-12,76.8571429,36.4618757,2232.2617,1.0187418,NA,NA
"10431","id",2021-11-12,33.4285714,43.0890266,1255.038,1.3978253,NA,NA
"10432","il",2021-11-12,178.1428571,74.7296558,5917.0674,0.5649354,NA,NA
"10433","in",2021-11-12,159.2857143,42.429881,3320.0067,0.8577584,NA,NA
"10434","ks",2021-11-12,66.8571429,44.999165,1731.9716,1.1954089,NA,NA
"10435","ky",2021-11-12,101.2857143,49.875792,2298.4451,1.0429214,NA,NA
"10436","la",2021-11-12,27.4285714,50.9410189,1840.1842,1.1653662,NA,NA
"10437","ma",2021-11-12,68.8571429,62.3461464,2604.0055,0.949486,NA,NA
"10438","md",2021-11-12,65.7142857,72.193125,2363.9988,0.9215107,NA,NA
"10439","me",2021-11-12,26.7142857,58.0042042,1126.2234,1.4706874,NA,NA
"10440","mi",2021-11-12,382,45.2049434,6670.0301,0.6093962,NA,NA
"10441","mn",2021-11-12,152,47.2450725,2824.2115,0.939423,NA,NA
"10442","mo",2021-11-12,91.1428571,48.9093791,2945.0395,0.9211304,NA,NA
"10443","ms",2021-11-12,14,52.2160907,1309.8742,1.3801561,NA,NA
"10444","mt",2021-11-12,67.2857143,42.9877352,931.8859,1.621717,NA,NA
"10445","nc",2021-11-12,104.5714286,64.9703987,4837.006,0.6859415,NA,NA
"10446","nd",2021-11-12,24.8571429,30.2537115,441.4717,2.1862431,NA,NA
"10447","ne",2021-11-12,51,43.6759703,1107.7444,1.490213,NA,NA
"10448","nh",2021-11-12,33.5714286,50.7783823,983.7766,1.5939296,NA,NA
"10449","nj",2021-11-12,85.1428571,60.7010214,3056.9985,0.8833667,NA,NA
"10450","nm",2021-11-12,70.4285714,81.2778583,1420.0926,1.0351554,NA,NA
"10451","nv",2021-11-12,73.4285714,78.7698743,1198.7588,1.1811103,NA,NA
"10452","ny",2021-11-12,261.7142857,62.4889093,7140.9999,0.5729303,NA,NA
"10453","oh",2021-11-12,365.1428571,46.1243507,6022.9983,0.6423253,NA,NA
"10454","ok",2021-11-12,97.4285714,40.6296072,2094.8129,1.0730838,NA,NA
"10455","or",2021-11-12,48.2857143,79.9158758,2479.9172,0.8044969,NA,NA
"10456","pa",2021-11-12,286,48.5721305,6525.0032,0.6187319,NA,NA
"10457","pr",2021-11-12,7.8571429,NA,NA,NA,NA,NA
"10458","ri",2021-11-12,9,53.2096367,545.9945,2.1353999,NA,NA
"10459","sc",2021-11-12,47.8571429,50.0148087,2978.0009,0.9162365,NA,NA
"10460","sd",2021-11-12,37.1428571,28.0365595,622.2177,1.8007239,NA,NA
"10461","tn",2021-11-12,73,50.5229036,3143.5145,0.8917406,NA,NA
"10462","tx",2021-11-12,330.2857143,54.7865686,9600.2534,0.5079599,NA,NA
"10463","ut",2021-11-12,76.8571429,42.4962871,1479.1128,1.2853541,NA,NA
"10464","va",2021-11-12,90.1428571,61.8814609,4283.4623,0.7420803,NA,NA
"10465","vi",2021-11-12,0.1428571,NA,NA,NA,NA,NA
"10466","vt",2021-11-12,9.7142857,63.9726117,521.0004,2.103267,NA,NA
"10467","wa",2021-11-12,86.4285714,82.7555576,4140.9756,0.5870456,NA,NA
"10468","wi",2021-11-12,189.4285714,43.4578105,3466.9696,0.8418704,NA,NA
"10469","wv",2021-11-12,53.5714286,48.0642004,1277.4339,1.3978966,NA,NA
"10470","wy",2021-11-12,22.7142857,38.1302912,443.9537,2.3051822,NA,NA
"10471","ak",2021-11-13,19,64.1541679,507,2.1297459,NA,NA
"10472","al",2021-11-13,41.8571429,48.2591395,2114.0506,1.0867982,NA,NA
"10473","ar",2021-11-13,38.5714286,47.6041222,1515.8831,1.2827381,NA,NA
"10474","as",2021-11-13,0,NA,NA,NA,NA,NA
"10475","az",2021-11-13,258.7142857,54.5763802,3052.4946,0.9011888,NA,NA
"10476","ca",2021-11-13,378.8571429,76.3295649,12521.2977,0.3798611,NA,NA
"10477","co",2021-11-13,237.8571429,51.7550042,3017.8198,0.9096109,NA,NA
"10478","ct",2021-11-13,32.7142857,67.1511023,1921,1.0715768,NA,NA
"10479","dc",2021-11-13,4.8571429,78.297718,195,2.9519565,NA,NA
"10480","de",2021-11-13,16.8571429,58.187553,605,2.0053499,NA,NA
"10481","fl",2021-11-13,182.2857143,54.0195412,9485.998,0.5117061,NA,NA
"10482","ga",2021-11-13,134.7142857,55.5082009,3706.966,0.8162238,NA,NA
"10483","hi",2021-11-13,6.1428571,83.002217,573,1.5691472,NA,NA
"10484","ia",2021-11-13,76.8571429,36.9439863,2228.511,1.0224162,NA,NA
"10485","id",2021-11-13,31.5714286,44.2581317,1219.3648,1.4223958,NA,NA
"10486","il",2021-11-13,183.1428571,74.970987,5856.0672,0.5660639,NA,NA
"10487","in",2021-11-13,160.8571429,42.4552391,3290.0061,0.861728,NA,NA
"10488","ks",2021-11-13,67.8571429,45.5196792,1691.9721,1.2106618,NA,NA
"10489","ky",2021-11-13,101.2857143,49.9252726,2261.4408,1.0514216,NA,NA
"10490","la",2021-11-13,28,50.0504518,1815.1841,1.1735712,NA,NA
"10491","ma",2021-11-13,70.2857143,62.4367485,2596.008,0.9504925,NA,NA
"10492","md",2021-11-13,65.8571429,71.6582929,2346.9987,0.9302289,NA,NA
"10493","me",2021-11-13,28.5714286,58.5491539,1134.2234,1.4627756,NA,NA
"10494","mi",2021-11-13,388.8571429,44.7125164,6626.0297,0.6108032,NA,NA
"10495","mn",2021-11-13,152,47.4885413,2855.2564,0.9345422,NA,NA
"10496","mo",2021-11-13,91.2857143,49.1861716,2923.0328,0.9246889,NA,NA
"10497","ms",2021-11-13,15.7142857,50.4702072,1305.1143,1.3839695,NA,NA
"10498","mt",2021-11-13,66.4285714,42.410816,891.8513,1.6548649,NA,NA
"10499","nc",2021-11-13,101.5714286,64.9675612,4811.0066,0.6878053,NA,NA
"10500","nd",2021-11-13,26.1428571,29.4184282,418.3002,2.2279804,NA,NA
"10501","ne",2021-11-13,53.8571429,44.1243503,1154.7407,1.4611951,NA,NA
"10502","nh",2021-11-13,33.5714286,50.6286224,952.7766,1.6197207,NA,NA
"10503","nj",2021-11-13,88.8571429,60.4544471,2986.9984,0.8946341,NA,NA
"10504","nm",2021-11-13,71.5714286,81.3026762,1440.7833,1.0271711,NA,NA
"10505","nv",2021-11-13,72.7142857,79.4776985,1180.4293,1.1754812,NA,NA
"10506","ny",2021-11-13,265.1428571,62.7879345,7083.0001,0.574343,NA,NA
"10507","oh",2021-11-13,368.8571429,46.9185025,5970.9978,0.645833,NA,NA
"10508","ok",2021-11-13,95.8571429,40.5713605,2065.8135,1.0803441,NA,NA
"10509","or",2021-11-13,45.8571429,80.1520834,2454.9175,0.805001,NA,NA
"10510","pa",2021-11-13,293.8571429,48.3319906,6482.0035,0.6206883,NA,NA
"10511","pr",2021-11-13,8,NA,NA,NA,NA,NA
"10512","ri",2021-11-13,9.4285714,54.5475167,531.992,2.1588067,NA,NA
"10513","sc",2021-11-13,49.7142857,49.7002401,2872.001,0.9329748,NA,NA
"10514","sd",2021-11-13,37.4285714,29.4033797,612.1447,1.8414653,NA,NA
"10515","tn",2021-11-13,73.2857143,49.2041123,3114.5199,0.8958173,NA,NA
"10516","tx",2021-11-13,337.7142857,54.2970443,9438.1533,0.5127631,NA,NA
"10517","ut",2021-11-13,76.8571429,41.7274338,1458.0596,1.2913836,NA,NA
"10518","va",2021-11-13,88.5714286,61.7288228,4228.1422,0.7474895,NA,NA
"10519","vi",2021-11-13,0.2857143,NA,NA,NA,NA,NA
"10520","vt",2021-11-13,9.5714286,64.4546417,514.0003,2.1112364,NA,NA
"10521","wa",2021-11-13,83.7142857,82.6933256,4102.9744,0.5905989,NA,NA
"10522","wi",2021-11-13,194.4285714,43.7403002,3441.9696,0.8455437,NA,NA
"10523","wv",2021-11-13,52.8571429,48.2643539,1258.4341,1.4086171,NA,NA
"10524","wy",2021-11-13,22.8571429,34.7628516,439.9482,2.2704106,NA,NA
"10525","ak",2021-11-14,18.2857143,64.2962394,485,2.1755992,NA,NA
"10526","al",2021-11-14,41,48.2368605,2080.0448,1.0956289,NA,NA
"10527","ar",2021-11-14,39.4285714,47.5447895,1486.6982,1.2951927,NA,NA
"10528","as",2021-11-14,0,NA,NA,NA,NA,NA
"10529","az",2021-11-14,262,54.4113516,3028.4256,0.9050335,NA,NA
"10530","ca",2021-11-14,374.7142857,76.236222,12336.2978,0.3832181,NA,NA
"10531","co",2021-11-14,233.4285714,52.3475846,3012.8201,0.909922,NA,NA
"10532","ct",2021-11-14,32,67.3087967,1897,1.077005,NA,NA
"10533","dc",2021-11-14,4.4285714,77.6955693,199,2.9509861,NA,NA
"10534","de",2021-11-14,16.1428571,55.9168056,596,2.0336892,NA,NA
"10535","fl",2021-11-14,177.8571429,54.2314845,9387.9982,0.5141889,NA,NA
"10536","ga",2021-11-14,136,55.3693312,3643.9664,0.823501,NA,NA
"10537","hi",2021-11-14,6.2857143,82.955729,569,1.5763632,NA,NA
"10538","ia",2021-11-14,76.4285714,36.5329793,2180.6629,1.0311512,NA,NA
"10539","id",2021-11-14,32.8571429,45.1110041,1204.5756,1.4337283,NA,NA
"10540","il",2021-11-14,187.8571429,75.1323108,5759.0447,0.5695815,NA,NA
"10541","in",2021-11-14,167.8571429,42.0656842,3320.0053,0.8567666,NA,NA
"10542","ks",2021-11-14,65.8571429,45.5301644,1679.0291,1.2153421,NA,NA
"10543","ky",2021-11-14,110.4285714,49.7121962,2240.128,1.0563951,NA,NA
"10544","la",2021-11-14,28.4285714,49.5597493,1786.3694,1.1829531,NA,NA
"10545","ma",2021-11-14,74.8571429,63.8737836,2596.008,0.9427999,NA,NA
"10546","md",2021-11-14,64.4285714,70.6008216,2333.9985,0.9430228,NA,NA
"10547","me",2021-11-14,29.7142857,58.144324,1099.2234,1.4879484,NA,NA
"10548","mi",2021-11-14,393.7142857,44.752641,6626.0294,0.6108554,NA,NA
"10549","mn",2021-11-14,158.1428571,47.1640355,2859.1958,0.9335731,NA,NA
"10550","mo",2021-11-14,92.8571429,48.403961,2835.9797,0.9384196,NA,NA
"10551","ms",2021-11-14,16,50.558482,1285.4227,1.3945045,NA,NA
"10552","mt",2021-11-14,66.1428571,42.2918768,887.8772,1.6579465,NA,NA
"10553","nc",2021-11-14,102.4285714,65.1570923,4792.0072,0.6883024,NA,NA
"10554","nd",2021-11-14,27.4285714,30.3460247,418.2568,2.2480313,NA,NA
"10555","ne",2021-11-14,56.7142857,43.8904905,1161.7557,1.4559486,NA,NA
"10556","nh",2021-11-14,33.2857143,50.5384745,927.7766,1.6414328,NA,NA
"10557","nj",2021-11-14,90.4285714,59.8062097,2927.9982,0.9060814,NA,NA
"10558","nm",2021-11-14,73,80.6886128,1444.1352,1.038745,NA,NA
"10559","nv",2021-11-14,73.4285714,80.7338265,1169.1563,1.1534246,NA,NA
"10560","ny",2021-11-14,268,63.1474204,7073.9996,0.5735605,NA,NA
"10561","oh",2021-11-14,377.2857143,46.7206565,5920.9976,0.6483902,NA,NA
"10562","ok",2021-11-14,93.8571429,41.7666249,2059.7562,1.0866577,NA,NA
"10563","or",2021-11-14,44.2857143,79.8627018,2396.0257,0.8192696,NA,NA
"10564","pa",2021-11-14,297.8571429,48.0668335,6477.0039,0.6208091,NA,NA
"10565","pr",2021-11-14,8.7142857,NA,NA,NA,NA,NA
"10566","ri",2021-11-14,9.5714286,53.6690603,515.992,2.19521,NA,NA
"10567","sc",2021-11-14,49,49.377111,2839.0011,0.9383255,NA,NA
"10568","sd",2021-11-14,36,28.619818,604.1331,1.8388908,NA,NA
"10569","tn",2021-11-14,72.4285714,48.2845346,3111.832,0.8957899,NA,NA
"10570","tx",2021-11-14,339,54.0435961,9323.1547,0.5161355,NA,NA
"10571","ut",2021-11-14,77.7142857,42.668312,1473.7239,1.2883742,NA,NA
"10572","va",2021-11-14,86.8571429,62.5693054,4151.0286,0.7511328,NA,NA
"10573","vi",2021-11-14,0.2857143,NA,NA,NA,NA,NA
"10574","vt",2021-11-14,9,67.3263032,487.0003,2.1253326,NA,NA
"10575","wa",2021-11-14,83.5714286,82.2541284,4115.9724,0.5955131,NA,NA
"10576","wi",2021-11-14,197.2857143,44.7712584,3362.9698,0.8574736,NA,NA
"10577","wv",2021-11-14,54,49.5281959,1234.3847,1.4230672,NA,NA
"10578","wy",2021-11-14,21.5714286,34.070958,433.9519,2.2751485,NA,NA
"10579","ak",2021-11-15,17.7142857,63.2722527,475,2.2118567,NA,NA
"10580","al",2021-11-15,41,47.5702396,2105.0441,1.0884939,NA,NA
"10581","ar",2021-11-15,38.8571429,48.3422094,1491.6984,1.29387,NA,NA
"10582","as",2021-11-15,0,NA,NA,NA,NA,NA
"10583","az",2021-11-15,266.7142857,53.8551778,2987.8157,0.9120073,NA,NA
"10584","ca",2021-11-15,376.5714286,76.4872627,12173.3046,0.3843633,NA,NA
"10585","co",2021-11-15,237.8571429,52.9137288,3060.8201,0.90222,NA,NA
"10586","ct",2021-11-15,32.1428571,67.3574414,1879,1.0817365,NA,NA
"10587","dc",2021-11-15,5.2857143,76.7820117,205,2.9489344,NA,NA
"10588","de",2021-11-15,16.2857143,53.9777615,592,2.048474,NA,NA
"10589","fl",2021-11-15,180,54.3426566,9255.9983,0.5177429,NA,NA
"10590","ga",2021-11-15,135.5714286,55.1916735,3570.9622,0.832192,NA,NA
"10591","hi",2021-11-15,6.5714286,83.5480802,563,1.5625083,NA,NA
"10592","ia",2021-11-15,77.7142857,35.0546362,2165.4647,1.0253479,NA,NA
"10593","id",2021-11-15,31.8571429,44.204057,1177.5753,1.4472316,NA,NA
"10594","il",2021-11-15,191.8571429,75.2193964,5661.0448,0.5738159,NA,NA
"10595","in",2021-11-15,171,41.385583,3281.0049,0.8598512,NA,NA
"10596","ks",2021-11-15,65.8571429,45.9324017,1647.0292,1.2279409,NA,NA
"10597","ky",2021-11-15,115.2857143,50.1916242,2233.4403,1.0579853,NA,NA
"10598","la",2021-11-15,27.2857143,49.5385793,1781.3698,1.1846075,NA,NA
"10599","ma",2021-11-15,79.5714286,64.3241631,2543.008,0.949949,NA,NA
"10600","md",2021-11-15,67.2857143,69.7541621,2313.9985,0.9548526,NA,NA
"10601","me",2021-11-15,31.8571429,55.9824055,1110.2234,1.4898198,NA,NA
"10602","mi",2021-11-15,406.1428571,44.8795965,6577.0298,0.6132898,NA,NA
"10603","mn",2021-11-15,162.1428571,46.8234937,2876.2731,0.9304151,NA,NA
"10604","mo",2021-11-15,92.7142857,48.518003,2768.0545,0.9499305,NA,NA
"10605","ms",2021-11-15,17.4285714,50.7749385,1244.581,1.4171188,NA,NA
"10606","mt",2021-11-15,67.1428571,42.288333,864.629,1.6800693,NA,NA
"10607","nc",2021-11-15,102.8571429,64.9184844,4762.007,0.6915576,NA,NA
"10608","nd",2021-11-15,27.1428571,31.1713624,411.5024,2.28337,NA,NA
"10609","ne",2021-11-15,59.7142857,44.6582073,1154.7572,1.4629582,NA,NA
"10610","nh",2021-11-15,33.1428571,50.367903,933.7766,1.6362014,NA,NA
"10611","nj",2021-11-15,96.7142857,59.3592295,2895.9981,0.9126956,NA,NA
"10612","nm",2021-11-15,70.8571429,80.7522473,1464.5481,1.0301857,NA,NA
"10613","nv",2021-11-15,72.1428571,82.0503353,1126.1495,1.1435899,NA,NA
"10614","ny",2021-11-15,272,63.2199401,6958.0005,0.5780841,NA,NA
"10615","oh",2021-11-15,388.7142857,46.6737916,5862.9972,0.651549,NA,NA
"10616","ok",2021-11-15,95.8571429,41.838866,2041.7563,1.0917028,NA,NA
"10617","or",2021-11-15,43.7142857,80.0099508,2352.0244,0.8246279,NA,NA
"10618","pa",2021-11-15,310.7142857,48.186687,6393.0039,0.6249305,NA,NA
"10619","pr",2021-11-15,9,NA,NA,NA,NA,NA
"10620","ri",2021-11-15,10.4285714,52.4635957,511.992,2.207042,NA,NA
"10621","sc",2021-11-15,49.1428571,49.6677102,2777.0014,0.9487949,NA,NA
"10622","sd",2021-11-15,36.4285714,31.951253,602.1773,1.9001672,NA,NA
"10623","tn",2021-11-15,71.8571429,47.6431857,3102.5393,0.8966612,NA,NA
"10624","tx",2021-11-15,341.1428571,54.5029032,9144.159,0.5207506,NA,NA
"10625","ut",2021-11-15,78.7142857,41.7620139,1433.9213,1.3023606,NA,NA
"10626","va",2021-11-15,83.7142857,62.8707723,4088.5467,0.7556103,NA,NA
"10627","vi",2021-11-15,0.2857143,NA,NA,NA,NA,NA
"10628","vt",2021-11-15,9,68.9232351,482.0004,2.1080312,NA,NA
"10629","wa",2021-11-15,82.4285714,82.5012745,4024.9738,0.5988968,NA,NA
"10630","wi",2021-11-15,201.8571429,45.2783261,3340.9694,0.8611695,NA,NA
"10631","wv",2021-11-15,54,49.3804388,1215.1514,1.4342388,NA,NA
"10632","wy",2021-11-15,21.2857143,33.9641153,418.9496,2.3137651,NA,NA
"10633","ak",2021-11-16,16.4285714,61.5577605,464,2.2583266,NA,NA
"10634","al",2021-11-16,41.5714286,47.1328501,2123.0511,1.0833644,NA,NA
"10635","ar",2021-11-16,39.8571429,46.8851522,1466.8765,1.3029533,NA,NA
"10636","as",2021-11-16,0,NA,NA,NA,NA,NA
"10637","az",2021-11-16,272.4285714,53.7496641,2964.7013,0.9157035,NA,NA
"10638","ca",2021-11-16,369.5714286,76.6337604,12074.2393,0.385101,NA,NA
"10639","co",2021-11-16,238.4285714,53.6444909,3032.7902,0.9055075,NA,NA
"10640","ct",2021-11-16,31.7142857,67.9713907,1878,1.0766742,NA,NA
"10641","dc",2021-11-16,5.4285714,75.2123715,207,3.0010758,NA,NA
"10642","de",2021-11-16,17.1428571,55.1991211,603,2.0251197,NA,NA
"10643","fl",2021-11-16,179.7142857,54.0774003,9219.9996,0.518986,NA,NA
"10644","ga",2021-11-16,134.2857143,54.6010538,3554.961,0.8350375,NA,NA
"10645","hi",2021-11-16,5.8571429,83.7962392,559,1.5585268,NA,NA
"10646","ia",2021-11-16,78.8571429,35.1837343,2204.552,1.0170746,NA,NA
"10647","id",2021-11-16,32.5714286,43.631907,1154.5846,1.459506,NA,NA
"10648","il",2021-11-16,197.7142857,75.8801186,5566.022,0.5734283,NA,NA
"10649","in",2021-11-16,176.4285714,40.8722589,3204.0049,0.8684871,NA,NA
"10650","ks",2021-11-16,67.2857143,46.5495915,1633.9994,1.2339783,NA,NA
"10651","ky",2021-11-16,114.8571429,50.8803169,2230.0602,1.0586305,NA,NA
"10652","la",2021-11-16,28.5714286,48.3996316,1729.1848,1.2017848,NA,NA
"10653","ma",2021-11-16,81.5714286,65.669923,2552.006,0.939896,NA,NA
"10654","md",2021-11-16,69.8571429,69.1912953,2244.9984,0.9744385,NA,NA
"10655","me",2021-11-16,30.1428571,54.6480418,1098,1.5023951,NA,NA
"10656","mi",2021-11-16,423.7142857,45.451344,6549.0369,0.6152855,NA,NA
"10657","mn",2021-11-16,165.7142857,46.3911741,2816.2929,0.9397166,NA,NA
"10658","mo",2021-11-16,96.7142857,48.7438169,2682.083,0.9651544,NA,NA
"10659","ms",2021-11-16,18.4285714,51.3195578,1239.5756,1.419653,NA,NA
"10660","mt",2021-11-16,65.7142857,41.8724074,859.6203,1.682681,NA,NA
"10661","nc",2021-11-16,103.8571429,64.4833857,4698.0071,0.6982048,NA,NA
"10662","nd",2021-11-16,28.2857143,29.8113873,420.3931,2.2309849,NA,NA
"10663","ne",2021-11-16,62.5714286,43.3179907,1153.7835,1.4587961,NA,NA
"10664","nh",2021-11-16,33.7142857,51.9688955,920,1.6471726,NA,NA
"10665","nj",2021-11-16,96.7142857,59.652846,2837.998,0.9209075,NA,NA
"10666","nm",2021-11-16,70.4285714,79.5777357,1494.6863,1.042732,NA,NA
"10667","nv",2021-11-16,68.5714286,81.9991337,1125.2147,1.1453379,NA,NA
"10668","ny",2021-11-16,285.4285714,62.7570691,6924.0004,0.5809981,NA,NA
"10669","oh",2021-11-16,402.1428571,46.6268708,5743.9968,0.658222,NA,NA
"10670","ok",2021-11-16,94.7142857,40.829757,2022.756,1.0928695,NA,NA
"10671","or",2021-11-16,42.1428571,80.2535513,2329.0242,0.8248778,NA,NA
"10672","pa",2021-11-16,330.5714286,48.3769091,6323.0037,0.6284625,NA,NA
"10673","pr",2021-11-16,9.1428571,NA,NA,NA,NA,NA
"10674","ri",2021-11-16,10.2857143,52.7486845,503.994,2.2238223,NA,NA
"10675","sc",2021-11-16,49.5714286,50.5580759,2732.0012,0.9565386,NA,NA
"10676","sd",2021-11-16,35.2857143,30.5084574,574.1878,1.9215386,NA,NA
"10677","tn",2021-11-16,74.2857143,47.3097426,3101.9195,0.8964482,NA,NA
"10678","tx",2021-11-16,343,53.8747034,9067.1641,0.5235116,NA,NA
"10679","ut",2021-11-16,79.4285714,39.670835,1401.9213,1.3065845,NA,NA
"10680","va",2021-11-16,83.1428571,63.062862,4068.2771,0.7566816,NA,NA
"10681","vi",2021-11-16,0.4285714,NA,NA,NA,NA,NA
"10682","vt",2021-11-16,9.2857143,67.6103115,484.0004,2.1270955,NA,NA
"10683","wa",2021-11-16,80.7142857,83.0032199,3903.9735,0.6011424,NA,NA
"10684","wi",2021-11-16,206.8571429,45.1049217,3302.9603,0.8658188,NA,NA
"10685","wv",2021-11-16,55.7142857,49.2280131,1201.1511,1.4425119,NA,NA
"10686","wy",2021-11-16,20.7142857,35.1092635,434.9436,2.2886835,NA,NA
"10687","ak",2021-11-17,16.1428571,59.4783376,465,2.2766515,NA,NA
"10688","al",2021-11-17,40.5714286,45.7695594,2088.045,1.0902849,NA,NA
"10689","ar",2021-11-17,40.4285714,47.3306605,1445.8035,1.3130933,NA,NA
"10690","as",2021-11-17,0,NA,NA,NA,NA,NA
"10691","az",2021-11-17,270.2857143,54.5284432,2932.7325,0.9194862,NA,NA
"10692","ca",2021-11-17,366.1428571,76.730518,11884.1828,0.387608,NA,NA
"10693","co",2021-11-17,244.5714286,54.279796,3044.8199,0.9028017,NA,NA
"10694","ct",2021-11-17,32.2857143,67.945782,1835,1.0894463,NA,NA
"10695","dc",2021-11-17,5.8571429,75.8825287,205,2.9878573,NA,NA
"10696","de",2021-11-17,18.2857143,53.872682,610,2.0183593,NA,NA
"10697","fl",2021-11-17,178.7142857,53.7791429,9151.9995,0.5211562,NA,NA
"10698","ga",2021-11-17,132.5714286,54.6479915,3545.9672,0.8360226,NA,NA
"10699","hi",2021-11-17,6.2857143,84.6958746,544,1.5436041,NA,NA
"10700","ia",2021-11-17,85.1428571,34.8358649,2169.6397,1.0228779,NA,NA
"10701","id",2021-11-17,33.4285714,43.4054066,1123.5854,1.4786192,NA,NA
"10702","il",2021-11-17,203,75.8454885,5552.0221,0.5744317,NA,NA
"10703","in",2021-11-17,188.2857143,41.0776375,3162.0015,0.8749068,NA,NA
"10704","ks",2021-11-17,68.5714286,45.8200188,1615.9996,1.2394426,NA,NA
"10705","ky",2021-11-17,119.2857143,50.1892307,2209.4349,1.0637175,NA,NA
"10706","la",2021-11-17,29.7142857,48.942786,1709.1844,1.2091452,NA,NA
"10707","ma",2021-11-17,85.1428571,63.6289924,2533.0065,0.955844,NA,NA
"10708","md",2021-11-17,73.7142857,68.6756407,2150.9983,1.0000516,NA,NA
"10709","me",2021-11-17,30,55.2236096,1086,1.5089402,NA,NA
"10710","mi",2021-11-17,448.7142857,45.5618702,6557.0217,0.6150339,NA,NA
"10711","mn",2021-11-17,163.1428571,46.9579885,2769.3045,0.9483734,NA,NA
"10712","mo",2021-11-17,102.4285714,48.7973396,2657.1553,0.9696966,NA,NA
"10713","ms",2021-11-17,17.1428571,51.2786211,1224.2163,1.4285613,NA,NA
"10714","mt",2021-11-17,64,42.0591494,842.6391,1.7005988,NA,NA
"10715","nc",2021-11-17,107.5714286,63.8896539,4622.0065,0.7065059,NA,NA
"10716","nd",2021-11-17,26,30.4311511,402.4536,2.2935525,NA,NA
"10717","ne",2021-11-17,65,43.4161559,1102.6466,1.4926354,NA,NA
"10718","nh",2021-11-17,33.4285714,50.2759264,928,1.6413054,NA,NA
"10719","nj",2021-11-17,98.5714286,60.8960061,2843.9983,0.9150405,NA,NA
"10720","nm",2021-11-17,71.8571429,79.4517328,1500.6541,1.0430353,NA,NA
"10721","nv",2021-11-17,67,81.6295636,1112.2712,1.1611227,NA,NA
"10722","ny",2021-11-17,296.4285714,63.0973162,6863.0006,0.5824751,NA,NA
"10723","oh",2021-11-17,418,45.7052029,5716.9997,0.6588368,NA,NA
"10724","ok",2021-11-17,94.2857143,41.1645755,2030.7563,1.0920747,NA,NA
"10725","or",2021-11-17,43,81.0248442,2343.0268,0.8100525,NA,NA
"10726","pa",2021-11-17,345.4285714,48.807203,6291.0034,0.6302117,NA,NA
"10727","pr",2021-11-17,8.4285714,NA,NA,NA,NA,NA
"10728","ri",2021-11-17,10,53.4173598,486.9935,2.2604332,NA,NA
"10729","sc",2021-11-17,50.5714286,49.9872437,2699.0022,0.9624283,NA,NA
"10730","sd",2021-11-17,35.7142857,30.8595524,572.1473,1.9311098,NA,NA
"10731","tn",2021-11-17,76.8571429,47.5474126,3077.5547,0.9002104,NA,NA
"10732","tx",2021-11-17,346.2857143,54.4933867,8916.1663,0.5273757,NA,NA
"10733","ut",2021-11-17,77.5714286,38.4028911,1373.8853,1.3121603,NA,NA
"10734","va",2021-11-17,82.1428571,63.4215786,4018.1624,0.7598314,NA,NA
"10735","vi",2021-11-17,0.5714286,NA,NA,NA,NA,NA
"10736","vt",2021-11-17,9.5714286,67.9097481,479.0006,2.1329692,NA,NA
"10737","wa",2021-11-17,80.5714286,83.5449631,3912.9703,0.5927292,NA,NA
"10738","wi",2021-11-17,214.7142857,46.1914888,3237.9775,0.876132,NA,NA
"10739","wv",2021-11-17,55.8571429,49.0775175,1218.0528,1.4323957,NA,NA
"10740","wy",2021-11-17,21,33.6784969,431.9469,2.2739889,NA,NA
"10741","ak",2021-11-18,14.4285714,59.5207347,451,2.3113312,NA,NA
"10742","al",2021-11-18,41.1428571,45.1017286,2032.0537,1.1038456,NA,NA
"10743","ar",2021-11-18,42.1428571,46.8367094,1426.8034,1.3210433,NA,NA
"10744","as",2021-11-18,0,NA,NA,NA,NA,NA
"10745","az",2021-11-18,270.2857143,55.3622801,2897.6411,0.9234974,NA,NA
"10746","ca",2021-11-18,364.2857143,76.8748413,11768.1954,0.3886687,NA,NA
"10747","co",2021-11-18,241.1428571,54.0399667,2953.8199,0.9169712,NA,NA
"10748","ct",2021-11-18,34.1428571,67.9728212,1821,1.0933822,NA,NA
"10749","dc",2021-11-18,6.1428571,75.6755331,210,2.9606684,NA,NA
"10750","de",2021-11-18,18.8571429,53.8372322,616,2.008616,NA,NA
"10751","fl",2021-11-18,180.1428571,53.4737561,8990.9993,0.5260359,NA,NA
"10752","ga",2021-11-18,131.8571429,53.5092233,3531.9646,0.8392465,NA,NA
"10753","hi",2021-11-18,5.8571429,85.7251398,553,1.4875702,NA,NA
"10754","ia",2021-11-18,83.8571429,34.7378593,2155.6395,1.02552,NA,NA
"10755","id",2021-11-18,33.2857143,44.1760006,1104.849,1.4940055,NA,NA
"10756","il",2021-11-18,203.5714286,75.7231792,5538.0216,0.5761466,NA,NA
"10757","in",2021-11-18,198.2857143,40.3359087,3161.0017,0.8725495,NA,NA
"10758","ks",2021-11-18,72.8571429,45.0160315,1626.0295,1.2337792,NA,NA
"10759","ky",2021-11-18,118,51.4092758,2214.7358,1.0620292,NA,NA
"10760","la",2021-11-18,30.2857143,49.4186951,1731.1846,1.201625,NA,NA
"10761","ma",2021-11-18,87.1428571,62.8355705,2499.0075,0.96668,NA,NA
"10762","md",2021-11-18,74.8571429,69.0924525,2100.9983,1.0081722,NA,NA
