"","state","date","admission","maskwearing","delphi_samplesize","maskwearing_stderr","symptom","symptoms_stderr"
"5368","il",2021-08-10,209.7142857,49.9101053,8166.0441,0.5533035,NA,NA
"5369","in",2021-08-10,164,35.8925936,4456.0105,0.7185937,NA,NA
"5370","ks",2021-08-10,92.1428571,40.2926086,2315.9704,1.0192019,NA,NA
"5371","ky",2021-08-10,300.4285714,39.3623746,3240.1146,0.8582851,NA,NA
"5372","la",2021-08-10,427.8571429,69.2442155,3759.1825,0.7526767,NA,NA
"5373","ma",2021-08-10,51.5714286,44.2577838,3589.009,0.8290862,NA,NA
"5374","md",2021-08-10,65.8571429,61.1970092,3079.9989,0.8780564,NA,NA
"5375","me",2021-08-10,9.2857143,32.5271239,1385,1.2588169,NA,NA
"5376","mi",2021-08-10,98.8571429,34.3708275,7767.0211,0.53891,NA,NA
"5377","mn",2021-08-10,47,30.3447779,3452.0086,0.7824974,NA,NA
"5378","mo",2021-08-10,258.7142857,52.0338678,4382.8336,0.754628,NA,NA
"5379","ms",2021-08-10,178,58.3203741,2227.4046,1.0446541,NA,NA
"5380","mt",2021-08-10,32.4285714,22.6735212,956.659,1.3537704,NA,NA
"5381","nc",2021-08-10,256.5714286,49.0754414,6948.0092,0.5997435,NA,NA
"5382","nd",2021-08-10,6.2857143,15.1820153,452.5299,1.6868833,NA,NA
"5383","ne",2021-08-10,27.5714286,27.7529868,1487.6091,1.1609684,NA,NA
"5384","nh",2021-08-10,8.8571429,32.1074874,1205,1.3449947,NA,NA
"5385","nj",2021-08-10,94.4285714,55.8610747,4419.998,0.7468863,NA,NA
"5386","nm",2021-08-10,40.1428571,56.4412865,1789.3117,1.1721764,NA,NA
"5387","nv",2021-08-10,142.4285714,76.8584648,1736.5353,1.0120457,NA,NA
"5388","ny",2021-08-10,228.2857143,52.7467376,9239.9991,0.519371,NA,NA
"5389","oh",2021-08-10,173.7142857,29.1673849,7743.9925,0.516515,NA,NA
"5390","ok",2021-08-10,268.5714286,41.9792116,3144.0543,0.8801647,NA,NA
"5391","or",2021-08-10,80.5714286,48.2824029,3307.6076,0.8688736,NA,NA
"5392","pa",2021-08-10,126.4285714,34.527482,8278.0051,0.5225756,NA,NA
"5393","pr",2021-08-10,27.4285714,NA,NA,NA,NA,NA
"5394","ri",2021-08-10,9.5714286,42.2493806,779.991,1.7686573,NA,NA
"5395","sc",2021-08-10,180,47.0247887,4103.0027,0.7791999,NA,NA
"5396","sd",2021-08-10,11.1428571,21.6362736,639.6563,1.6280788,NA,NA
"5397","tn",2021-08-10,251.5714286,42.2542295,4602.8782,0.7280822,NA,NA
"5398","tx",2021-08-10,1541.8571429,56.8593881,15457.9929,0.3983526,NA,NA
"5399","ut",2021-08-10,61.5714286,30.780662,1844.2384,1.0748409,NA,NA
"5400","va",2021-08-10,104,50.166747,5833.9184,0.6546172,NA,NA
"5401","vi",2021-08-10,1.8571429,NA,NA,NA,NA,NA
"5402","vt",2021-08-10,3,30.5918872,590.0008,1.8970639,NA,NA
"5403","wa",2021-08-10,102.7142857,54.7956216,5363.9659,0.6795481,NA,NA
"5404","wi",2021-08-10,115.4285714,29.1417717,4283.9811,0.6942715,NA,NA
"5405","wv",2021-08-10,39.4285714,35.7235734,1540.054,1.2210553,NA,NA
"5406","wy",2021-08-10,18.5714286,20.5120146,474.0092,1.8546481,NA,NA
"5407","ak",2021-08-11,15.5714286,51.0077747,606,2.0306986,NA,NA
"5408","al",2021-08-11,355,53.0410074,3477.0783,0.8463657,NA,NA
"5409","ar",2021-08-11,192.5714286,54.7341224,2524.9871,0.9905695,NA,NA
"5410","az",2021-08-11,178,54.0747713,4383.067,0.7527209,NA,NA
"5411","ca",2021-08-11,861.8571429,73.1857207,17995.8695,0.3302249,NA,NA
"5412","co",2021-08-11,90.2857143,34.5367675,3602.8445,0.7921671,NA,NA
"5413","ct",2021-08-11,38.4285714,57.5931366,2852,0.9253983,NA,NA
"5414","dc",2021-08-11,11.5714286,73.5871204,322,2.4568625,NA,NA
"5415","de",2021-08-11,13,49.8708768,794.0073,1.7744195,NA,NA
"5416","fl",2021-08-11,2219.8571429,61.380749,15296,0.3936671,NA,NA
"5417","ga",2021-08-11,588.7142857,56.49164,5705.9419,0.6563187,NA,NA
"5418","hi",2021-08-11,42.7142857,85.0193383,874,1.2071706,NA,NA
"5419","ia",2021-08-11,52.2857143,29.052221,2944.2542,0.8367032,NA,NA
"5420","id",2021-08-11,39.7142857,26.8505713,1352.0491,1.2052746,NA,NA
"5421","il",2021-08-11,218.7142857,50.9465918,8320.0442,0.5480616,NA,NA
"5422","in",2021-08-11,175.1428571,36.9472574,4542.0104,0.7161748,NA,NA
"5423","ks",2021-08-11,97.2857143,42.6530224,2379.9701,1.0137816,NA,NA
"5424","ky",2021-08-11,310.1428571,41.2142279,3254.42,0.8628254,NA,NA
"5425","la",2021-08-11,432.8571429,71.9484068,3840.1822,0.724959,NA,NA
"5426","ma",2021-08-11,54.7142857,46.1284175,3592.0085,0.8317551,NA,NA
"5427","md",2021-08-11,70.7142857,62.2351648,3101.9915,0.8704452,NA,NA
"5428","me",2021-08-11,10.5714286,33.2034128,1412,1.2532888,NA,NA
"5429","mi",2021-08-11,104.5714286,34.8282729,7805.0383,0.5392722,NA,NA
"5430","mn",2021-08-11,49.8571429,31.9076917,3523.9574,0.785202,NA,NA
"5431","mo",2021-08-11,260.4285714,52.8422294,4471.973,0.746479,NA,NA
"5432","ms",2021-08-11,184,59.3433796,2320.2306,1.0197324,NA,NA
"5433","mt",2021-08-11,34.7142857,23.4818092,961.4086,1.3670806,NA,NA
"5434","nc",2021-08-11,272.5714286,50.5307879,7093.009,0.5936497,NA,NA
"5435","nd",2021-08-11,7.1428571,17.0953648,450.7928,1.7731281,NA,NA
"5436","ne",2021-08-11,28.8571429,28.484971,1496.7432,1.1666294,NA,NA
"5437","nh",2021-08-11,10.1428571,33.6243779,1218,1.3536544,NA,NA
"5438","nj",2021-08-11,100.7142857,56.7861534,4447.9979,0.7427632,NA,NA
"5439","nm",2021-08-11,39.2857143,57.6295858,1815.8434,1.1596179,NA,NA
"5440","nv",2021-08-11,144.5714286,76.6911096,1730.5547,1.0163438,NA,NA
"5441","ny",2021-08-11,241.2857143,53.3074912,9396.9993,0.5146632,NA,NA
"5442","oh",2021-08-11,183.7142857,29.9766787,7902.993,0.5153678,NA,NA
"5443","ok",2021-08-11,277.5714286,43.0193898,3145.0542,0.8828392,NA,NA
"5444","or",2021-08-11,82.8571429,49.4292815,3438.611,0.8526095,NA,NA
"5445","pa",2021-08-11,134.7142857,35.4806827,8476.0053,0.5196911,NA,NA
"5446","pr",2021-08-11,27,NA,NA,NA,NA,NA
"5447","ri",2021-08-11,9.8571429,40.8852755,752.9915,1.7915802,NA,NA
"5448","sc",2021-08-11,187.1428571,48.1195454,4171.0035,0.7736461,NA,NA
"5449","sd",2021-08-11,11.4285714,22.0812979,653.5701,1.6225088,NA,NA
"5450","tn",2021-08-11,264.8571429,43.8113727,4664.5726,0.72646,NA,NA
"5451","tx",2021-08-11,1598.1428571,57.7877974,15666.9924,0.3945884,NA,NA
"5452","ut",2021-08-11,62.8571429,31.5507724,1841.236,1.0830152,NA,NA
"5453","va",2021-08-11,109.2857143,51.3642577,5937.0952,0.6486662,NA,NA
"5454","vi",2021-08-11,1.8571429,NA,NA,NA,NA,NA
"5455","vt",2021-08-11,3.2857143,31.2399878,582.0006,1.9211518,NA,NA
"5456","wa",2021-08-11,104.7142857,55.7252686,5505.9613,0.6694027,NA,NA
"5457","wi",2021-08-11,123,30.9511075,4357.9637,0.7002847,NA,NA
"5458","wv",2021-08-11,40.5714286,37.2447629,1549.0543,1.2283561,NA,NA
"5459","wy",2021-08-11,19.1428571,20.9676771,485.0203,1.8484069,NA,NA
"5460","ak",2021-08-12,16.1428571,52.4433406,606,2.0286846,NA,NA
"5461","al",2021-08-12,364.7142857,54.9296055,3547.0843,0.835436,NA,NA
"5462","ar",2021-08-12,199.4285714,55.2692486,2616.9746,0.9719527,NA,NA
"5463","az",2021-08-12,179.8571429,54.3176396,4446.9977,0.7469839,NA,NA
"5464","ca",2021-08-12,876.2857143,73.8315831,18319.9138,0.3247492,NA,NA
"5465","co",2021-08-12,90.7142857,35.7632151,3682.8485,0.789802,NA,NA
"5466","ct",2021-08-12,41.5714286,58.7936434,2858,0.9206958,NA,NA
"5467","dc",2021-08-12,11.5714286,73.1059834,312,2.5103079,NA,NA
"5468","de",2021-08-12,14.4285714,49.7830785,798.0073,1.7699561,NA,NA
"5469","fl",2021-08-12,2232,61.7837506,15560.0001,0.3895439,NA,NA
"5470","ga",2021-08-12,622.2857143,56.9616139,5848.9359,0.6474119,NA,NA
"5471","hi",2021-08-12,43.4285714,87.3914854,870,1.1254,NA,NA
"5472","ia",2021-08-12,54,30.3537677,2977.3739,0.8426329,NA,NA
"5473","id",2021-08-12,41.1428571,26.7149222,1372.0577,1.1945341,NA,NA
"5474","il",2021-08-12,224.4285714,52.3830093,8438.0441,0.543695,NA,NA
"5475","in",2021-08-12,181.7142857,36.9683156,4539.0114,0.7164958,NA,NA
"5476","ks",2021-08-12,97.7142857,43.8456343,2423.9698,1.0078394,NA,NA
"5477","ky",2021-08-12,324.1428571,42.1361797,3322.4069,0.8566526,NA,NA
"5478","la",2021-08-12,429.5714286,73.7103103,3889.183,0.7058748,NA,NA
"5479","ma",2021-08-12,56.1428571,46.353928,3625.0095,0.8282428,NA,NA
"5480","md",2021-08-12,72.1428571,63.4838275,3172.9913,0.8547512,NA,NA
"5481","me",2021-08-12,11,34.6459514,1431,1.25789,NA,NA
"5482","mi",2021-08-12,109.1428571,35.2572918,7973.0382,0.5350668,NA,NA
"5483","mn",2021-08-12,52,33.4311944,3617.8797,0.7843037,NA,NA
"5484","mo",2021-08-12,262,53.5104793,4591.9869,0.7360319,NA,NA
"5485","ms",2021-08-12,187,59.4881827,2339.4871,1.0149529,NA,NA
"5486","mt",2021-08-12,33.8571429,22.9193097,1010.3648,1.3223136,NA,NA
"5487","nc",2021-08-12,284,52.1567939,7198.0086,0.5887886,NA,NA
"5488","nd",2021-08-12,7.4285714,15.8814222,478.7625,1.6704389,NA,NA
"5489","ne",2021-08-12,28.4285714,30.0101445,1511.8099,1.1786992,NA,NA
"5490","nh",2021-08-12,10.2857143,34.0584494,1257,1.3366705,NA,NA
"5491","nj",2021-08-12,105,57.321288,4487.998,0.7383075,NA,NA
"5492","nm",2021-08-12,43,59.3334522,1840.9426,1.1448493,NA,NA
"5493","nv",2021-08-12,143.7142857,78.4913071,1745.5104,0.9834597,NA,NA
"5494","ny",2021-08-12,257.7142857,53.594216,9563.9991,0.5099473,NA,NA
"5495","oh",2021-08-12,192.2857143,31.0060011,8116.9942,0.5133705,NA,NA
"5496","ok",2021-08-12,283.8571429,43.8676381,3158.0542,0.8830169,NA,NA
"5497","or",2021-08-12,81,50.717581,3554.6117,0.8385504,NA,NA
"5498","pa",2021-08-12,139.5714286,36.8513497,8644.0052,0.5188612,NA,NA
"5499","pr",2021-08-12,27,NA,NA,NA,NA,NA
"5500","ri",2021-08-12,9.8571429,43.1964881,769.9905,1.785127,NA,NA
"5501","sc",2021-08-12,194.4285714,48.2479187,4254.0035,0.7661332,NA,NA
"5502","sd",2021-08-12,12.2857143,20.5877875,669.5407,1.5626438,NA,NA
"5503","tn",2021-08-12,273.5714286,44.9279787,4754.5973,0.721385,NA,NA
"5504","tx",2021-08-12,1636.7142857,58.3578106,15774.9913,0.3924928,NA,NA
"5505","ut",2021-08-12,60,32.2059217,1863.1997,1.0825153,NA,NA
"5506","va",2021-08-12,120.7142857,52.8309451,6022.7134,0.6432454,NA,NA
"5507","vi",2021-08-12,2,NA,NA,NA,NA,NA
"5508","vt",2021-08-12,3.1428571,32.0742741,575.0006,1.9465314,NA,NA
"5509","wa",2021-08-12,106.7142857,56.5379232,5637.9614,0.6601827,NA,NA
"5510","wi",2021-08-12,127.8571429,32.1854731,4390.9637,0.7050362,NA,NA
"5511","wv",2021-08-12,41.7142857,38.488038,1585.0043,1.2221583,NA,NA
"5512","wy",2021-08-12,20,21.8151652,476.0085,1.8929239,NA,NA
"5513","ak",2021-08-13,17.5714286,51.3801275,627,1.9960468,NA,NA
"5514","al",2021-08-13,366.5714286,56.5259814,3650.0776,0.8205176,NA,NA
"5515","ar",2021-08-13,205.2857143,55.7424609,2652.9524,0.9643218,NA,NA
"5516","az",2021-08-13,187,54.5581187,4514.2265,0.7410818,NA,NA
"5517","ca",2021-08-13,902.4285714,74.3749228,18483.9099,0.3211064,NA,NA
"5518","co",2021-08-13,91.7142857,36.5900496,3766.8485,0.7848219,NA,NA
"5519","ct",2021-08-13,43.7142857,59.4899327,2920,0.9084725,NA,NA
"5520","dc",2021-08-13,12.5714286,74.0540218,311,2.4855881,NA,NA
"5521","de",2021-08-13,15.2857143,49.6324152,812.0073,1.7546007,NA,NA
"5522","fl",2021-08-13,2234.1428571,62.8369062,15853.9998,0.3837902,NA,NA
"5523","ga",2021-08-13,637,57.8290884,5970.9378,0.6390847,NA,NA
"5524","hi",2021-08-13,43.1428571,88.7489993,893,1.0574299,NA,NA
"5525","ia",2021-08-13,56.1428571,31.0643482,3007.3627,0.8438401,NA,NA
"5526","id",2021-08-13,41.7142857,28.5251631,1424.0573,1.1965392,NA,NA
"5527","il",2021-08-13,237.2857143,53.1419597,8490.0446,0.5415716,NA,NA
"5528","in",2021-08-13,185.8571429,38.0682343,4576.0082,0.7177855,NA,NA
"5529","ks",2021-08-13,95,44.5511243,2462.9408,1.0014948,NA,NA
"5530","ky",2021-08-13,333,43.962939,3444.1065,0.8457514,NA,NA
"5531","la",2021-08-13,429.5714286,74.439739,3929.1828,0.6958793,NA,NA
"5532","ma",2021-08-13,55.8571429,47.029611,3710.0095,0.8194355,NA,NA
"5533","md",2021-08-13,74.8571429,63.7308361,3238.9915,0.8447704,NA,NA
"5534","me",2021-08-13,11,36.2572628,1481,1.2492097,NA,NA
"5535","mi",2021-08-13,110.5714286,35.8291753,7996.039,0.5362283,NA,NA
"5536","mn",2021-08-13,54.8571429,34.6617117,3586.8823,0.7946032,NA,NA
"5537","mo",2021-08-13,265.8571429,53.7442947,4616.9874,0.7337861,NA,NA
"5538","ms",2021-08-13,194.4285714,59.9601301,2393.5144,1.0015199,NA,NA
"5539","mt",2021-08-13,36.1428571,25.2383459,994.33,1.3775413,NA,NA
"5540","nc",2021-08-13,297.2857143,52.4726807,7338.0084,0.582974,NA,NA
"5541","nd",2021-08-13,7.4285714,15.8679654,471.8003,1.6821403,NA,NA
"5542","ne",2021-08-13,28.4285714,31.6141999,1525.8392,1.1903363,NA,NA
"5543","nh",2021-08-13,10.1428571,34.2396087,1257,1.3383785,NA,NA
"5544","nj",2021-08-13,111.1428571,57.0774591,4568.998,0.7322587,NA,NA
"5545","nm",2021-08-13,44.1428571,59.3790799,1842.7152,1.1440961,NA,NA
"5546","nv",2021-08-13,144.5714286,78.6715327,1752.5143,0.9784933,NA,NA
"5547","ny",2021-08-13,265.8571429,54.7189648,9733.9997,0.5045236,NA,NA
"5548","oh",2021-08-13,201.1428571,31.733633,8209.996,0.513679,NA,NA
"5549","ok",2021-08-13,286.5714286,45.4630589,3248.0549,0.8737014,NA,NA
"5550","or",2021-08-13,82,51.5955282,3696.6163,0.8219522,NA,NA
"5551","pa",2021-08-13,143.1428571,37.4386052,8718.0046,0.5183278,NA,NA
"5552","pr",2021-08-13,25.2857143,NA,NA,NA,NA,NA
"5553","ri",2021-08-13,10.8571429,42.4153383,799.9905,1.7473201,NA,NA
"5554","sc",2021-08-13,199,48.7040221,4314.0027,0.7609986,NA,NA
"5555","sd",2021-08-13,14.1428571,21.0455734,684.5624,1.5579808,NA,NA
"5556","tn",2021-08-13,283.1428571,45.5105625,4903.8979,0.7111178,NA,NA
"5557","tx",2021-08-13,1667.1428571,58.8767558,16145.0126,0.3872545,NA,NA
"5558","ut",2021-08-13,59.5714286,32.4130202,1916.2021,1.0692287,NA,NA
"5559","va",2021-08-13,128.5714286,53.6629416,6131.5988,0.6368169,NA,NA
"5560","vi",2021-08-13,2,NA,NA,NA,NA,NA
"5561","vt",2021-08-13,4,34.2137271,610.0007,1.9208908,NA,NA
"5562","wa",2021-08-13,111.5714286,57.3098731,5765.9569,0.6513925,NA,NA
"5563","wi",2021-08-13,133.4285714,32.5688638,4517.963,0.6972045,NA,NA
"5564","wv",2021-08-13,43.1428571,38.0155483,1633.0045,1.2012359,NA,NA
"5565","wy",2021-08-13,20.4285714,23.1371092,465.9901,1.9535501,NA,NA
"5566","ak",2021-08-14,18,48.7734906,621,2.0058271,NA,NA
"5567","al",2021-08-14,371.8571429,55.6980257,3670.0879,0.819961,NA,NA
"5568","ar",2021-08-14,201.5714286,56.2570814,2652.1374,0.9632621,NA,NA
"5569","az",2021-08-14,192.8571429,55.5771838,4542.3805,0.7372411,NA,NA
"5570","ca",2021-08-14,905.5714286,74.7390292,18459.225,0.31981,NA,NA
"5571","co",2021-08-14,94.8571429,38.4269052,3766.8485,0.7925453,NA,NA
"5572","ct",2021-08-14,42.5714286,60.3730159,2919,0.9053154,NA,NA
"5573","dc",2021-08-14,14.2857143,76.2747821,331,2.3381997,NA,NA
"5574","de",2021-08-14,15.8571429,49.1252607,835.0073,1.730049,NA,NA
"5575","fl",2021-08-14,2239.1428571,63.4742086,15906,0.3817842,NA,NA
"5576","ga",2021-08-14,644.8571429,58.4952361,5986.9339,0.6368058,NA,NA
"5577","hi",2021-08-14,43.2857143,90.3361507,930,0.9688675,NA,NA
"5578","ia",2021-08-14,58.2857143,31.3616868,3036.3779,0.8419864,NA,NA
"5579","id",2021-08-14,42.8571429,28.5990545,1460.0658,1.1826102,NA,NA
"5580","il",2021-08-14,243.7142857,53.4905911,8436.0446,0.5430498,NA,NA
"5581","in",2021-08-14,196.4285714,38.8995624,4642.006,0.7155528,NA,NA
"5582","ks",2021-08-14,95.5714286,44.4740433,2456.9409,1.0025452,NA,NA
"5583","ky",2021-08-14,344.4285714,45.3390119,3492.416,0.8423872,NA,NA
"5584","la",2021-08-14,414.8571429,75.8165732,3928.9976,0.6831249,NA,NA
"5585","ma",2021-08-14,57.1428571,48.2155018,3757.0085,0.815215,NA,NA
"5586","md",2021-08-14,79.1428571,63.7768999,3240.9912,0.8442782,NA,NA
"5587","me",2021-08-14,12.4285714,37.5638455,1490,1.2546135,NA,NA
"5588","mi",2021-08-14,114.7142857,36.7346578,7891.0291,0.5426929,NA,NA
"5589","mn",2021-08-14,56.1428571,35.6508908,3622.9174,0.7957511,NA,NA
"5590","mo",2021-08-14,265.8571429,54.4883871,4581.0037,0.7357542,NA,NA
"5591","ms",2021-08-14,193,61.1911824,2415.438,0.9915433,NA,NA
"5592","mt",2021-08-14,37.2857143,25.1548003,1014.089,1.3625561,NA,NA
"5593","nc",2021-08-14,303.7142857,53.5575417,7360.0072,0.5813381,NA,NA
"5594","nd",2021-08-14,7.8571429,16.8798181,489.0314,1.6938258,NA,NA
"5595","ne",2021-08-14,30,32.962575,1508.8376,1.2101744,NA,NA
"5596","nh",2021-08-14,10,34.1751931,1254,1.3393729,NA,NA
"5597","nj",2021-08-14,117.7142857,57.3509335,4613.9981,0.7280921,NA,NA
"5598","nm",2021-08-14,45.4285714,59.4920954,1869.6515,1.1353224,NA,NA
"5599","nv",2021-08-14,144.4285714,79.971322,1730.6283,0.9620361,NA,NA
"5600","ny",2021-08-14,272.8571429,55.358772,9786.9994,0.5025005,NA,NA
"5601","oh",2021-08-14,207.4285714,32.4237065,8118.999,0.5194901,NA,NA
"5602","ok",2021-08-14,287.8571429,46.7238875,3266.0553,0.8730196,NA,NA
"5603","or",2021-08-14,79.1428571,52.6843385,3811.1889,0.8087476,NA,NA
"5604","pa",2021-08-14,145.1428571,38.6174822,8750.0054,0.5204873,NA,NA
"5605","pr",2021-08-14,25.4285714,NA,NA,NA,NA,NA
"5606","ri",2021-08-14,13,42.2809794,784.9915,1.7631916,NA,NA
"5607","sc",2021-08-14,209.8571429,48.6914515,4343.0023,0.7584487,NA,NA
"5608","sd",2021-08-14,13.4285714,21.9055292,708.5025,1.5538759,NA,NA
"5609","tn",2021-08-14,283.8571429,45.8631182,4936.5876,0.7091939,NA,NA
"5610","tx",2021-08-14,1668.7142857,59.7390365,16217.016,0.3851108,NA,NA
"5611","ut",2021-08-14,61.4285714,33.0562109,1948.1098,1.0657982,NA,NA
"5612","va",2021-08-14,132.4285714,54.1345621,6164.7893,0.6346305,NA,NA
"5613","vi",2021-08-14,2.1428571,NA,NA,NA,NA,NA
"5614","vt",2021-08-14,3.7142857,34.5298516,609.0005,1.9266827,NA,NA
"5615","wa",2021-08-14,117.8571429,57.6655548,5872.9558,0.6447284,NA,NA
"5616","wi",2021-08-14,141.1428571,32.9713811,4451.9715,0.7045674,NA,NA
"5617","wv",2021-08-14,45.8571429,39.4728715,1644.0045,1.2055158,NA,NA
"5618","wy",2021-08-14,21.8571429,22.6214228,492.9853,1.8843143,NA,NA
"5619","ak",2021-08-15,17.8571429,45.0507889,622,1.9949717,NA,NA
"5620","al",2021-08-15,377.5714286,55.4211354,3692.1036,0.8180225,NA,NA
"5621","ar",2021-08-15,196.2857143,57.5986133,2642.0641,0.9614448,NA,NA
"5622","az",2021-08-15,195.2857143,56.1760109,4506.0634,0.7391503,NA,NA
"5623","ca",2021-08-15,916.8571429,75.204335,18619.7165,0.3164629,NA,NA
"5624","co",2021-08-15,97.4285714,39.3439601,3771.8173,0.7954277,NA,NA
"5625","ct",2021-08-15,45.2857143,60.5469698,2908,0.9063359,NA,NA
"5626","dc",2021-08-15,15.1428571,75.5692604,325,2.3834125,NA,NA
"5627","de",2021-08-15,17.5714286,49.7971811,859.0073,1.7059567,NA,NA
"5628","fl",2021-08-15,2243.7142857,64.0575836,16014.9996,0.3791626,NA,NA
"5629","ga",2021-08-15,661.2857143,59.4235047,6045.9349,0.6315164,NA,NA
"5630","hi",2021-08-15,44.2857143,90.3439581,964,0.9512849,NA,NA
"5631","ia",2021-08-15,61,32.4797621,2991.3789,0.8562246,NA,NA
"5632","id",2021-08-15,47,29.2012363,1501.1614,1.173545,NA,NA
"5633","il",2021-08-15,244.7142857,54.2785957,8401.0009,0.5435113,NA,NA
"5634","in",2021-08-15,201.5714286,39.2886803,4650.0057,0.7162124,NA,NA
"5635","ks",2021-08-15,95.2857143,45.5547319,2467.9711,1.0024825,NA,NA
"5636","ky",2021-08-15,360.5714286,46.2461869,3512.7255,0.8412411,NA,NA
"5637","la",2021-08-15,403.2857143,76.1297611,4008.9976,0.6732676,NA,NA
"5638","ma",2021-08-15,58,49.1021571,3775.0095,0.8136562,NA,NA
"5639","md",2021-08-15,82.4285714,64.3220963,3267.9913,0.8379909,NA,NA
"5640","me",2021-08-15,12.2857143,37.5227721,1513.2234,1.2446774,NA,NA
"5641","mi",2021-08-15,117,37.3852977,7811.0119,0.547438,NA,NA
"5642","mn",2021-08-15,58.5714286,35.3053808,3609.0502,0.7955328,NA,NA
"5643","mo",2021-08-15,264.1428571,54.7948907,4570.1214,0.736207,NA,NA
"5644","ms",2021-08-15,194.8571429,62.8652444,2479.2586,0.970364,NA,NA
"5645","mt",2021-08-15,39.4285714,26.708139,1020.1001,1.3852504,NA,NA
"5646","nc",2021-08-15,311,54.4973628,7422.0092,0.5780232,NA,NA
"5647","nd",2021-08-15,8.4285714,19.32534,499.0339,1.7675313,NA,NA
"5648","ne",2021-08-15,29.5714286,33.8487828,1559.8078,1.1981327,NA,NA
"5649","nh",2021-08-15,11.1428571,34.3175767,1263.7766,1.3355118,NA,NA
"5650","nj",2021-08-15,120.7142857,57.4506041,4582.9982,0.73033,NA,NA
"5651","nm",2021-08-15,47.7142857,59.5250219,1898.0984,1.1266363,NA,NA
"5652","nv",2021-08-15,142.1428571,80.7625645,1720.7077,0.950222,NA,NA
"5653","ny",2021-08-15,274.1428571,56.0237143,9705.0003,0.5038456,NA,NA
"5654","oh",2021-08-15,222.1428571,33.44555,8165.9987,0.5220992,NA,NA
"5655","ok",2021-08-15,292.8571429,46.9039094,3259.056,0.8741579,NA,NA
"5656","or",2021-08-15,80.8571429,55.3505838,3855.6186,0.8006118,NA,NA
"5657","pa",2021-08-15,153.5714286,39.6715873,8701.0057,0.5244644,NA,NA
"5658","pr",2021-08-15,26.5714286,NA,NA,NA,NA,NA
"5659","ri",2021-08-15,13,44.5464583,777.9905,1.7819031,NA,NA
"5660","sc",2021-08-15,217.7142857,49.3844199,4414.0026,0.7525248,NA,NA
"5661","sd",2021-08-15,13.4285714,21.8135504,703.3473,1.5571986,NA,NA
"5662","tn",2021-08-15,286.1428571,46.637569,5015.2672,0.7044314,NA,NA
"5663","tx",2021-08-15,1675.2857143,60.5702316,16263.0166,0.3832138,NA,NA
"5664","ut",2021-08-15,62,33.0170177,2002.0096,1.0510372,NA,NA
"5665","va",2021-08-15,135.2857143,55.0855004,6161.8686,0.6336592,NA,NA
"5666","vi",2021-08-15,2.1428571,NA,NA,NA,NA,NA
"5667","vt",2021-08-15,3.7142857,37.1617778,617.0004,1.9454383,NA,NA
"5668","wa",2021-08-15,120.7142857,57.9707559,5853.9548,0.6451424,NA,NA
"5669","wi",2021-08-15,145.8571429,33.3283823,4425.9887,0.7085532,NA,NA
"5670","wv",2021-08-15,49.5714286,40.0208331,1639.0052,1.2101887,NA,NA
"5671","wy",2021-08-15,21,23.0324571,503.8999,1.87565,NA,NA
"5672","ak",2021-08-16,17.5714286,47.0985015,618,2.0079056,NA,NA
"5673","al",2021-08-16,378.7142857,56.2582605,3730.1057,0.812233,NA,NA
"5674","ar",2021-08-16,190.7142857,59.3075966,2654.0805,0.9535748,NA,NA
"5675","az",2021-08-16,196.5714286,56.6458033,4551.2471,0.7345718,NA,NA
"5676","ca",2021-08-16,925.1428571,75.7637822,18758.704,0.3128685,NA,NA
"5677","co",2021-08-16,100.4285714,41.2570359,3736.8182,0.8053339,NA,NA
"5678","ct",2021-08-16,48.7142857,59.499905,2914,0.9093716,NA,NA
"5679","dc",2021-08-16,14.7142857,76.5361926,324,2.3542911,NA,NA
"5680","de",2021-08-16,17.7142857,53.6658251,872.0073,1.6886497,NA,NA
"5681","fl",2021-08-16,2253.1428571,64.604052,16053.9999,0.3774114,NA,NA
"5682","ga",2021-08-16,673.1428571,59.8111948,6074.9312,0.6290325,NA,NA
"5683","hi",2021-08-16,49,91.4702764,960,0.9015127,NA,NA
"5684","ia",2021-08-16,60.5714286,32.4598163,2952.5032,0.8617057,NA,NA
"5685","id",2021-08-16,49.1428571,30.6946287,1503.4339,1.189522,NA,NA
"5686","il",2021-08-16,253.2857143,54.258981,8376.0232,0.5443394,NA,NA
"5687","in",2021-08-16,204.1428571,40.1116297,4665.0036,0.7175967,NA,NA
"5688","ks",2021-08-16,95.4285714,45.826109,2466.0288,1.00335,NA,NA
"5689","ky",2021-08-16,371.2857143,47.3220057,3555.1116,0.8373742,NA,NA
"5690","la",2021-08-16,403.7142857,76.6134465,3993.9977,0.6697793,NA,NA
"5691","ma",2021-08-16,58.2857143,49.4555907,3810.01,0.8099929,NA,NA
"5692","md",2021-08-16,84,63.4998768,3260.9913,0.8430606,NA,NA
"5693","me",2021-08-16,11.8571429,38.3189761,1531.2234,1.2424058,NA,NA
"5694","mi",2021-08-16,118.4285714,37.6871608,7788.0293,0.5491256,NA,NA
