"","state","state_full","date","finances_prop","symptom_prop","maskwearing_prop","admission_prop","depression_prop"
"10413","VA","District of Columbia",2021-11-21,38.605339,1.2859045,63.0063931,0.038248,12.7750976
"10414","VT","District of Columbia",2021-11-21,41.3748958,3.1092277,65.0019375,0,13.9184779
"10415","WA","District of Columbia",2021-11-21,36.1080208,1.2450691,82.5471299,0.0018568,15.1601955
"10416","WI","District of Columbia",2021-11-21,33.2230552,1.8228466,49.081493,0.0146956,13.0774119
"10417","WV","District of Columbia",2021-11-21,44.6865588,3.0867061,51.4706815,0.0400208,17.5881729
"10418","WY","District of Columbia",2021-11-21,39.6039243,2.5533061,38.0362338,0.0245321,14.2531337
"10419","AK","District of Columbia",2021-11-22,44.4603368,1.2247586,61.1711975,0,16.1778882
"10420","AL","District of Columbia",2021-11-22,42.1403204,2.1689388,44.3163494,0.0725674,13.4113198
"10421","AR","District of Columbia",2021-11-22,43.8526665,2.1271039,45.4633343,0.0282837,15.0702165
"10422","AZ","District of Columbia",2021-11-22,39.8036643,1.7521848,54.4103929,0.0269491,13.3380437
"10423","CA","District of Columbia",2021-11-22,40.6181713,1.1977604,77.297623,0.0090719,12.3725763
"10424","CO","District of Columbia",2021-11-22,35.9141563,2.4781975,54.1828495,0.0073793,12.8197939
"10425","CT","District of Columbia",2021-11-22,37.8013422,1.9746885,65.8294008,0,13.466665
"10426","DE","District of Columbia",2021-11-22,39.7882597,1.543441,55.480302,0.0868601,11.7775649
"10427","FL","District of Columbia",2021-11-22,42.0825021,1.0812867,52.1957369,0.059816,10.6670784
"10428","GA","District of Columbia",2021-11-22,38.1695231,1.2456228,51.7641326,0.0320128,11.6281583
"10429","HI","District of Columbia",2021-11-22,32.0781338,1.1842893,84.3499427,0,10.9997775
"10430","IA","District of Columbia",2021-11-22,35.298206,1.9087083,38.9483422,0,11.0819004
"10431","ID","District of Columbia",2021-11-22,37.051322,1.9496395,40.7082746,0.0234588,13.7593667
"10432","IL","District of Columbia",2021-11-22,38.5873734,1.6825692,75.7503673,0.0113491,12.5264923
"10433","IN","District of Columbia",2021-11-22,40.602675,2.4016978,43.0214493,0.0507564,14.5465985
"10434","KS","District of Columbia",2021-11-22,35.9808383,2.5608475,43.8164611,0.0245139,13.2861632
"10435","KY","District of Columbia",2021-11-22,43.8505552,2.3042818,49.5319007,0.0414795,17.530374
"10436","LA","District of Columbia",2021-11-22,43.6542437,1.0228597,48.0017319,0.0030753,11.4529725
"10437","MA","District of Columbia",2021-11-22,37.5916137,1.6366524,62.2203238,0.0227956,14.8562286
"10438","MD","District of Columbia",2021-11-22,34.9195379,0.6617397,68.0785437,0.004718,12.711914
"10439","ME","District of Columbia",2021-11-22,34.5269987,1.6657269,54.0598185,0.0211618,11.93169
"10440","MI","District of Columbia",2021-11-22,36.8677026,2.6167207,48.414276,0.0200671,13.3286807
"10441","MN","District of Columbia",2021-11-22,33.9953254,2.1628868,49.0774321,0.0025252,16.2995223
"10442","MO","District of Columbia",2021-11-22,37.9109897,1.7440057,47.6124793,0.0255453,14.8458553
"10443","MS","District of Columbia",2021-11-22,42.158376,1.8021361,52.0381566,0.0481521,12.2391339
"10444","MT","District of Columbia",2021-11-22,41.114083,1.2964844,40.7278445,0,15.3442403
"10445","NC","District of Columbia",2021-11-22,39.1930913,1.1175842,62.1851857,0.0094332,11.8374862
"10446","ND","District of Columbia",2021-11-22,28.3482514,2.6557084,33.3137839,0.0373332,10.150092
"10447","NE","District of Columbia",2021-11-22,34.2919418,2.2837442,43.3238165,0,9.7627674
"10448","NH","District of Columbia",2021-11-22,34.6663987,2.337112,51.4572784,0.010456,13.3668213
"10449","NJ","District of Columbia",2021-11-22,40.0228485,1.0128651,61.9099052,0.0321664,10.4382944
"10450","NM","District of Columbia",2021-11-22,42.6470338,1.5001927,80.1758651,0.0067823,15.2393402
"10451","NV","District of Columbia",2021-11-22,35.6452522,0.7927581,77.0698834,0.0591775,14.6891365
"10452","NY","District of Columbia",2021-11-22,43.4928437,1.4414081,63.01989,0.0214248,12.0145194
"10453","OH","District of Columbia",2021-11-22,36.4320707,1.9975164,45.6050073,0.008552,13.313994
"10454","OK","District of Columbia",2021-11-22,40.3801543,1.7901473,42.7046769,0.0574187,12.7991947
"10455","OR","District of Columbia",2021-11-22,37.1394533,1.9340566,80.4468466,0.0033681,16.4482169
"10456","PA","District of Columbia",2021-11-22,38.4993242,1.9908866,48.6729048,0.033526,12.3756267
"10457","RI","District of Columbia",2021-11-22,40.9695136,0.5257585,54.8962898,0,10.0484904
"10458","SC","District of Columbia",2021-11-22,38.3690768,1.5929989,49.4431833,0.0328531,12.9155267
"10459","SD","District of Columbia",2021-11-22,37.6672277,2.2744391,30.5822854,0.0480075,8.6713644
"10460","TN","District of Columbia",2021-11-22,38.7060385,1.8334332,46.8731916,0.0311153,14.1230975
"10461","TX","District of Columbia",2021-11-22,43.1364039,1.3145755,53.421336,0.0248145,11.7669863
"10462","UT","District of Columbia",2021-11-22,39.5274172,2.0936106,39.0941907,0.0043958,15.0806288
"10463","VA","District of Columbia",2021-11-22,38.0380497,1.3099906,62.6906805,0.0399109,12.0953447
"10464","VT","District of Columbia",2021-11-22,40.1666887,2.3103508,62.3727123,0,13.8513128
"10465","WA","District of Columbia",2021-11-22,36.0103068,1.2865449,82.7882062,0.0018568,15.8349987
"10466","WI","District of Columbia",2021-11-22,32.1164761,1.6242485,48.7387761,0.0146956,12.4790572
"10467","WV","District of Columbia",2021-11-22,45.4612274,2.6970616,51.186128,0.0400208,18.2823765
"10468","WY","District of Columbia",2021-11-22,38.6711703,3.6130955,37.2184951,0.0245321,9.7925521
"10469","AK","District of Columbia",2021-11-23,41.6489561,0.6619894,63.1831471,0,16.5153857
"10470","AL","District of Columbia",2021-11-23,41.3948198,2.2859698,43.3137563,0.0696647,13.3247372
"10471","AR","District of Columbia",2021-11-23,44.4344134,2.1193511,46.3918724,0.0329976,16.285923
"10472","AZ","District of Columbia",2021-11-23,38.6558633,1.9061526,54.6498263,0.0327239,13.00043
"10473","CA","District of Columbia",2021-11-23,40.201097,1.135968,76.6711337,0.0101605,12.2031572
"10474","CO","District of Columbia",2021-11-23,34.3467447,2.097387,54.4210465,0.0098391,12.957514
"10475","CT","District of Columbia",2021-11-23,37.6301342,2.1124463,65.6826174,0.0040162,13.493973
"10476","DE","District of Columbia",2021-11-23,39.2067858,1.4548897,56.1373153,0.0723834,11.6486551
"10477","FL","District of Columbia",2021-11-23,41.943103,1.2057253,51.9725026,0.0552148,10.4256859
"10478","GA","District of Columbia",2021-11-23,38.1496251,1.2006808,51.5009109,0.0306789,11.0115172
"10479","HI","District of Columbia",2021-11-23,31.9666281,1.0673405,84.3571803,0,10.0848698
"10480","IA","District of Columbia",2021-11-23,35.6058828,2.3316284,38.9065984,0,11.8775033
"10481","ID","District of Columbia",2021-11-23,34.9774738,1.793725,42.5128433,0.0156392,13.5596005
"10482","IL","District of Columbia",2021-11-23,38.9348237,1.7445816,75.6022594,0.0113491,12.6437636
"10483","IN","District of Columbia",2021-11-23,39.1787262,2.39221,42.6732708,0.0465267,13.5491811
"10484","KS","District of Columbia",2021-11-23,36.8867562,2.8721364,44.0458503,0.0294166,13.8077883
"10485","KY","District of Columbia",2021-11-23,41.6334135,2.3146961,49.5111488,0.0414795,18.4129481
"10486","LA","District of Columbia",2021-11-23,43.6823012,1.123191,48.0267476,0.0061506,11.939737
"10487","MA","District of Columbia",2021-11-23,38.4532093,1.6620348,61.1987241,0.0269402,16.3493545
"10488","MD","District of Columbia",2021-11-23,36.3253556,0.661978,69.1817121,0.007077,13.3217303
"10489","ME","District of Columbia",2021-11-23,35.8528439,1.7660095,54.6151681,0.0105809,13.2867544
"10490","MI","District of Columbia",2021-11-23,37.0576482,2.6322981,48.4657231,0.0229338,13.5121515
"10491","MN","District of Columbia",2021-11-23,34.1282871,2.0986747,49.643475,0,14.5273439
"10492","MO","District of Columbia",2021-11-23,37.1582116,1.7238386,47.0599334,0.0255453,14.7992712
"10493","MS","District of Columbia",2021-11-23,40.591971,1.722854,51.8564949,0.0577826,11.3485539
"10494","MT","District of Columbia",2021-11-23,42.8390272,1.2496002,40.8769603,0,14.6789749
"10495","NC","District of Columbia",2021-11-23,38.7054476,1.1320477,61.9141424,0.0121284,11.9737373
"10496","ND","District of Columbia",2021-11-23,26.3649577,2.8690478,31.4925076,0.0186666,7.8575747
"10497","NE","District of Columbia",2021-11-23,35.1647313,2.1043327,45.0141594,0,12.0938469
"10498","NH","District of Columbia",2021-11-23,35.3511784,2.4292297,49.7571696,0.0209119,12.9417487
"10499","NJ","District of Columbia",2021-11-23,41.4607984,0.9168785,61.3797017,0.0353831,10.832781
"10500","NM","District of Columbia",2021-11-23,41.8832111,1.7012621,82.1679743,0.0067823,15.1316737
"10501","NV","District of Columbia",2021-11-23,36.2648053,1.0104333,77.213383,0.0591775,15.325812
"10502","NY","District of Columbia",2021-11-23,43.1800948,1.3678808,63.3494665,0.0199472,11.7135503
"10503","OH","District of Columbia",2021-11-23,36.6554341,1.9970878,46.0792478,0.0073303,13.1689912
"10504","OK","District of Columbia",2021-11-23,40.8016257,1.8036907,43.8738341,0.0610074,13.5239379
"10505","OR","District of Columbia",2021-11-23,36.825571,1.8491054,80.1084763,0.0067361,17.4699566
"10506","PA","District of Columbia",2021-11-23,38.4331133,2.0500125,48.3562982,0.0324085,12.5309539
"10507","RI","District of Columbia",2021-11-23,40.3111432,0.4419176,56.2851487,0,7.6364057
"10508","SC","District of Columbia",2021-11-23,38.9639968,1.5978484,48.261959,0.0301153,13.2863939
"10509","SD","District of Columbia",2021-11-23,37.332929,2.2206678,30.1314498,0.0640101,7.5783164
"10510","TN","District of Columbia",2021-11-23,39.4225185,2.0372155,46.6649156,0.0331896,14.5604572
"10511","TX","District of Columbia",2021-11-23,42.9396686,1.2859247,53.6675705,0.0233548,11.8885512
"10512","UT","District of Columbia",2021-11-23,38.1670119,1.9933402,40.7214705,0.0043958,14.4534046
"10513","VA","District of Columbia",2021-11-23,36.9451393,1.182941,62.4864151,0.034922,11.5029074
"10514","VT","District of Columbia",2021-11-23,38.4397593,2.5006144,62.281985,0,11.1950619
"10515","WA","District of Columbia",2021-11-23,35.70351,1.2606898,83.4732135,0,15.7985263
"10516","WI","District of Columbia",2021-11-23,31.2017215,2.0076897,48.8532318,0.0146956,11.4607765
"10517","WV","District of Columbia",2021-11-23,43.0191036,2.7985098,51.1524069,0.0400208,17.8733996
"10518","WY","District of Columbia",2021-11-23,38.1947552,4.0584762,35.9244883,0.0245321,13.3241853
"10519","AK","District of Columbia",2021-11-24,36.307125,0.6689253,64.4529581,0,12.2123766
"10520","AL","District of Columbia",2021-11-24,40.4326389,2.1786012,43.7152485,0.0638593,11.8166604
"10521","AR","District of Columbia",2021-11-24,44.535416,1.8742907,46.5486302,0.0282837,14.1633071
"10522","AZ","District of Columbia",2021-11-24,38.8959222,1.9532069,54.9457915,0.0365738,12.7645548
"10523","CA","District of Columbia",2021-11-24,40.2782585,1.1089545,76.7572913,0.0105234,12.1633454
"10524","CO","District of Columbia",2021-11-24,34.9481382,1.999005,53.5338993,0.0049196,13.7808226
"10525","CT","District of Columbia",2021-11-24,39.1580622,2.2278617,65.9406029,0.0120487,14.4284347
"10526","DE","District of Columbia",2021-11-24,38.8844463,1.618146,57.0252724,0.0723834,12.2467497
"10527","FL","District of Columbia",2021-11-24,41.4086676,1.1629645,52.2136635,0.0565294,9.9617481
"10528","GA","District of Columbia",2021-11-24,38.5987733,1.2645025,52.3101432,0.0280112,10.7333688
"10529","HI","District of Columbia",2021-11-24,31.9280813,1.0784923,82.8782618,0,10.5268006
"10530","IA","District of Columbia",2021-11-24,35.2418873,2.377524,39.1447286,0,12.9964381
"10531","ID","District of Columbia",2021-11-24,32.9630563,1.8641043,42.5826171,0.0078196,13.4040529
"10532","IL","District of Columbia",2021-11-24,38.5520734,1.6286412,75.5594101,0.012484,12.7778022
"10533","IN","District of Columbia",2021-11-24,38.4247695,2.1192263,42.3762332,0.0401822,12.7509215
"10534","KS","District of Columbia",2021-11-24,37.3873354,2.491288,45.2304368,0.0392222,13.3472107
"10535","KY","District of Columbia",2021-11-24,42.7411873,2.5062493,50.0557389,0.0319073,18.6975662
"10536","LA","District of Columbia",2021-11-24,43.1301541,1.1715996,47.1462686,0.0061506,12.3870597
"10537","MA","District of Columbia",2021-11-24,37.9880309,1.3482057,63.1741925,0.0269402,15.7186082
"10538","MD","District of Columbia",2021-11-24,37.891776,0.7496755,69.7101698,0.0117951,13.0386624
"10539","ME","District of Columbia",2021-11-24,35.413677,1.623383,54.7676467,0.0105809,14.1799082
"10540","MI","District of Columbia",2021-11-24,36.8192229,2.4123726,49.3348113,0.0258006,13.5137629
"10541","MN","District of Columbia",2021-11-24,35.5731121,2.052905,49.2922628,0.0025252,13.5004923
"10542","MO","District of Columbia",2021-11-24,38.0129408,1.8455771,46.7789946,0.0255453,13.7787011
"10543","MS","District of Columbia",2021-11-24,40.6932641,1.6897005,51.380773,0.067413,9.9791088
"10544","MT","District of Columbia",2021-11-24,40.9262998,1.0612815,41.0235571,0,14.7804554
"10545","NC","District of Columbia",2021-11-24,39.0868356,1.1867858,62.0323391,0.0161712,12.317769
"10546","ND","District of Columbia",2021-11-24,26.9525941,3.0692012,32.6042564,0.0186666,8.8576037
"10547","NE","District of Columbia",2021-11-24,37.5297287,1.9999479,43.7086165,0,12.7256649
"10548","NH","District of Columbia",2021-11-24,36.5633397,2.5291546,51.5810979,0.0209119,15.1221097
"10549","NJ","District of Columbia",2021-11-24,42.3519584,0.9307095,60.4744176,0.0289498,10.4228441
"10550","NM","District of Columbia",2021-11-24,43.5981281,1.7628239,80.8818367,0.0135646,14.0164521
"10551","NV","District of Columbia",2021-11-24,37.3404944,1.1346702,78.3227116,0.0455211,15.4300108
"10552","NY","District of Columbia",2021-11-24,43.28404,1.3629467,63.8648004,0.0184696,12.1161103
"10553","OH","District of Columbia",2021-11-24,36.7231782,1.9848883,46.8407566,0.0109954,13.6756245
"10554","OK","District of Columbia",2021-11-24,41.5670714,2.0177896,43.3925616,0.0681847,13.7612909
"10555","OR","District of Columbia",2021-11-24,37.3904499,1.880128,79.4310423,0.0134723,17.1098932
"10556","PA","District of Columbia",2021-11-24,37.4310703,2.0248308,47.8897461,0.033526,12.5287894
"10557","RI","District of Columbia",2021-11-24,44.4563542,0.9942606,52.9458827,0,10.243363
"10558","SC","District of Columbia",2021-11-24,39.6970835,1.5363754,49.6007761,0.0219021,12.3509675
"10559","SD","District of Columbia",2021-11-24,36.6202965,1.8294558,28.9099164,0.0640101,7.7078674
"10560","TN","District of Columbia",2021-11-24,37.8894466,1.952028,46.8602933,0.0290409,14.5858114
"10561","TX","District of Columbia",2021-11-24,42.8248697,1.4501235,53.0182156,0.0228682,11.9916418
"10562","UT","District of Columbia",2021-11-24,39.0821848,2.1639524,41.2822985,0.0043958,15.5168258
"10563","VA","District of Columbia",2021-11-24,36.3609374,1.0012597,62.3349726,0.0332591,10.6019565
"10564","VT","District of Columbia",2021-11-24,38.1163276,1.8252439,61.5702602,0,11.1014343
"10565","WA","District of Columbia",2021-11-24,35.8512627,1.3901836,83.0071218,0,15.5388701
"10566","WI","District of Columbia",2021-11-24,32.9123554,1.999406,48.0335853,0.0195941,12.1333625
"10567","WV","District of Columbia",2021-11-24,42.881724,2.7221292,51.1823573,0.0480249,16.3863141
"10568","WY","District of Columbia",2021-11-24,37.0866498,3.962548,36.1035408,0.0245321,12.647346
"10569","AK","District of Columbia",2021-11-25,36.3356768,1.1527351,64.9641089,0,15.0042852
"10570","AL","District of Columbia",2021-11-25,39.2755794,1.8016306,44.2642979,0.066762,12.7209631
"10571","AR","District of Columbia",2021-11-25,41.1760466,1.8917455,46.7155148,0.0282837,14.8595842
"10572","AZ","District of Columbia",2021-11-25,37.9338937,1.9290413,54.1040752,0.0384987,12.793342
"10573","CA","District of Columbia",2021-11-25,40.5655763,1.2638379,76.5967228,0.0101605,11.8795725
"10574","CO","District of Columbia",2021-11-25,35.1613356,1.9865864,53.8848363,0.0049196,13.502327
"10575","CT","District of Columbia",2021-11-25,39.2928268,1.9723902,65.7920366,0.0120487,13.9248773
"10576","DE","District of Columbia",2021-11-25,41.4365773,1.5730443,56.016897,0.08686,13.5134006
"10577","FL","District of Columbia",2021-11-25,41.1048077,1.0895505,51.7995607,0.0539001,10.3977713
"10578","GA","District of Columbia",2021-11-25,38.2807214,1.3139368,52.7485668,0.0226757,11.7676338
"10579","HI","District of Columbia",2021-11-25,31.0594698,1.452675,80.9282296,0,14.3096298
"10580","IA","District of Columbia",2021-11-25,35.7564095,2.4366979,38.8661825,0.0045157,12.3188629
"10581","ID","District of Columbia",2021-11-25,32.5812412,1.9415838,43.6763264,0.0078196,13.8871261
"10582","IL","District of Columbia",2021-11-25,37.2656542,1.5693009,75.3532928,0.0090793,12.5114077
"10583","IN","District of Columbia",2021-11-25,38.3844485,2.4136312,41.2783716,0.0380673,12.3546618
"10584","KS","District of Columbia",2021-11-25,37.3633445,2.4316919,46.1151103,0.0294166,12.2077757
"10585","KY","District of Columbia",2021-11-25,40.87446,2.3886694,48.8330128,0.0287166,18.0822146
"10586","LA","District of Columbia",2021-11-25,42.8246425,1.1589716,46.0084695,0.0184518,11.973108
"10587","MA","District of Columbia",2021-11-25,37.5360731,1.298542,64.0031637,0.0227956,15.0738267
"10588","MD","District of Columbia",2021-11-25,37.3273669,0.7293664,69.0865491,0.0117951,12.9620814
"10589","ME","District of Columbia",2021-11-25,38.7584173,1.5876538,55.5577541,0.0105809,16.3825419
"10590","MI","District of Columbia",2021-11-25,36.4474354,2.3564163,50.2215037,0.0286673,13.197337
"10591","MN","District of Columbia",2021-11-25,34.3919098,1.9862434,49.686832,0.0050503,12.8121697
"10592","MO","District of Columbia",2021-11-25,37.6065794,1.9396369,47.3452789,0.0278676,14.5190352
"10593","MS","District of Columbia",2021-11-25,41.1445324,1.5127838,51.0693508,0.067413,10.0320977
"10594","MT","District of Columbia",2021-11-25,39.856241,1.0264063,41.3483969,0,13.5105938
"10595","NC","District of Columbia",2021-11-25,38.8278419,1.1051617,63.0925958,0.0202141,11.2483902
"10596","ND","District of Columbia",2021-11-25,25.36588,3.5657214,31.2764385,0.0373332,7.8827963
"10597","NE","District of Columbia",2021-11-25,38.5381273,1.9302141,43.830069,0.0073731,14.2607681
"10598","NH","District of Columbia",2021-11-25,38.3305632,2.7906138,52.3618509,0.0209119,14.7713362
"10599","NJ","District of Columbia",2021-11-25,42.203306,0.9830241,61.5363122,0.0337748,10.2975571
"10600","NM","District of Columbia",2021-11-25,40.8348374,1.7013015,80.8906149,0.0135646,13.7766434
"10601","NV","District of Columbia",2021-11-25,38.2123783,1.464353,78.345968,0.040969,15.3261315
"10602","NY","District of Columbia",2021-11-25,42.0303162,1.238475,64.2573187,0.0192084,12.1529087
"10603","OH","District of Columbia",2021-11-25,37.9312557,2.1788541,45.7869233,0.0146605,14.2272109
"10604","OK","District of Columbia",2021-11-25,39.7001761,1.7936353,41.3209484,0.0645961,12.6112599
"10605","OR","District of Columbia",2021-11-25,36.2227503,1.7859304,77.6872142,0.0168404,16.3577864
"10606","PA","District of Columbia",2021-11-25,36.7025718,2.0310541,48.1862672,0.0346435,12.8102529
"10607","RI","District of Columbia",2021-11-25,44.5640533,0.7822518,52.9688302,0,9.9467517
"10608","SC","District of Columbia",2021-11-25,40.0499515,1.4408665,49.2011305,0.0273776,12.5402744
"10609","SD","District of Columbia",2021-11-25,36.4919264,2.2251385,29.9931544,0.032005,7.8947794
"10610","TN","District of Columbia",2021-11-25,36.5823335,1.9634492,46.4410679,0.0311153,13.6837282
"10611","TX","District of Columbia",2021-11-25,42.8300451,1.5224044,52.9226229,0.0184892,11.7989611
"10612","UT","District of Columbia",2021-11-25,40.25021,1.9346596,41.4035768,0,16.0459059
"10613","VA","District of Columbia",2021-11-25,35.3762551,1.1017936,62.7438623,0.0415739,11.0820693
"10614","VT","District of Columbia",2021-11-25,37.3086804,1.0030942,62.3642111,0,12.6573042
"10615","WA","District of Columbia",2021-11-25,36.3529448,1.1626357,83.4054012,0,15.4491789
"10616","WI","District of Columbia",2021-11-25,31.8174257,2.1499331,48.3912331,0.0171449,11.9697484
"10617","WV","District of Columbia",2021-11-25,42.3363361,2.6781472,51.6666354,0.0560291,16.4650323
"10618","WY","District of Columbia",2021-11-25,35.4223352,4.2041961,31.5176885,0,12.8608886
"10619","AK","District of Columbia",2021-11-26,35.4204295,2.4613531,67.5710931,0,15.9991006
"10620","AL","District of Columbia",2021-11-26,38.9657608,1.82301,44.7975167,0.0551512,12.8857302
"10621","AR","District of Columbia",2021-11-26,41.0677601,1.4462591,46.7871375,0.0282837,14.7048545
"10622","AZ","District of Columbia",2021-11-26,37.9457525,1.9179416,54.7196771,0.0365738,13.6883292
"10623","CA","District of Columbia",2021-11-26,40.51896,1.3470972,76.0877964,0.0101605,12.2101345
"10624","CO","District of Columbia",2021-11-26,35.0839589,2.1132822,54.4538859,0.0098391,13.0447635
"10625","CT","District of Columbia",2021-11-26,39.4034764,1.597612,66.0871677,0.0120487,13.5652741
"10626","DE","District of Columbia",2021-11-26,36.480304,1.4593959,54.6325948,0.0723834,12.7728035
"10627","FL","District of Columbia",2021-11-26,40.8868496,1.0416132,51.1149163,0.0532428,10.7320782
"10628","GA","District of Columbia",2021-11-26,38.1924334,1.3103494,52.8219539,0.0240096,12.019555
"10629","HI","District of Columbia",2021-11-26,31.2009457,1.4019233,82.8437416,0.0101533,12.5443445
"10630","IA","District of Columbia",2021-11-26,34.5138548,2.4258438,38.6038954,0.0090314,11.0928204
"10631","ID","District of Columbia",2021-11-26,32.2924724,1.5216269,43.8325301,0.0156392,13.6161759
"10632","IL","District of Columbia",2021-11-26,37.2019018,1.3341908,75.376768,0.0090793,12.1193611
"10633","IN","District of Columbia",2021-11-26,39.2596185,2.4514347,41.8738427,0.0380673,12.2035969
"10634","KS","District of Columbia",2021-11-26,37.7621707,2.2442446,46.3997821,0.0196111,11.7244587
"10635","KY","District of Columbia",2021-11-26,41.2428186,2.4697116,48.0835017,0.0223351,18.3004286
"10636","LA","District of Columbia",2021-11-26,40.2943954,1.2973287,47.0365233,0.0184518,11.032569
"10637","MA","District of Columbia",2021-11-26,37.33934,1.3994535,63.5726705,0.0145063,14.3070521
"10638","MD","District of Columbia",2021-11-26,37.7440963,0.7097207,69.7789523,0.0117951,13.2098132
"10639","ME","District of Columbia",2021-11-26,39.8727664,1.6749496,55.7780558,0,15.9779936
"10640","MI","District of Columbia",2021-11-26,35.9869983,2.1536625,50.4963652,0.0387009,13.0624871
"10641","MN","District of Columbia",2021-11-26,33.9892487,2.2586743,50.2853424,0.0050503,12.1047282
"10642","MO","District of Columbia",2021-11-26,37.9533668,1.8780058,46.7460685,0.0348344,14.3187977
"10643","MS","District of Columbia",2021-11-26,41.1265163,1.6715112,50.7374286,0.067413,11.2366807
"10644","MT","District of Columbia",2021-11-26,38.9237245,0.7703205,39.3429095,0,13.9467202
"10645","NC","District of Columbia",2021-11-26,38.1107402,1.4195491,63.114322,0.0256045,11.6795323
"10646","ND","District of Columbia",2021-11-26,25.953641,3.4763278,32.7457087,0.0559998,7.7573194
"10647","NE","District of Columbia",2021-11-26,38.608052,1.6985329,41.0949736,0.0221192,14.4241032
"10648","NH","District of Columbia",2021-11-26,37.9896415,3.2825128,53.7220755,0.0209119,14.429755
"10649","NJ","District of Columbia",2021-11-26,41.8757564,0.9922628,61.1399344,0.0353831,9.9237903
"10650","NM","District of Columbia",2021-11-26,40.4890486,1.941225,81.5240318,0.0067823,14.1197345
"10651","NV","District of Columbia",2021-11-26,36.7186761,1.4414714,78.568307,0.040969,13.0154792
"10652","NY","District of Columbia",2021-11-26,41.9633823,1.3956837,63.7579808,0.0177309,11.6598443
"10653","OH","District of Columbia",2021-11-26,37.7957805,2.3941473,45.7039197,0.017104,14.771549
"10654","OK","District of Columbia",2021-11-26,42.4771818,1.9416827,41.0173296,0.0645961,14.843778
"10655","OR","District of Columbia",2021-11-26,36.0025292,1.72396,77.0707455,0.0202085,16.3098212
"10656","PA","District of Columbia",2021-11-26,36.273882,2.000332,48.0938623,0.0368786,13.1674187
"10657","RI","District of Columbia",2021-11-26,44.3446651,0.7811507,53.6785974,0,12.1106931
"10658","SC","District of Columbia",2021-11-26,41.1189932,1.5096722,50.2778233,0.0219021,12.5493971
"10659","SD","District of Columbia",2021-11-26,35.5134352,2.0025405,30.0714552,0.032005,8.057578
"10660","TN","District of Columbia",2021-11-26,37.2547686,1.7364101,46.3165793,0.0394127,13.7908248
"10661","TX","District of Columbia",2021-11-26,42.8270823,1.6488583,52.7596553,0.020922,11.6866582
"10662","UT","District of Columbia",2021-11-26,40.3079561,1.8060517,41.33027,0,14.6291844
"10663","VA","District of Columbia",2021-11-26,35.546936,1.1450147,61.7525954,0.0465627,10.8539723
"10664","VT","District of Columbia",2021-11-26,37.0895459,1.048006,62.6670204,0,13.730492
"10665","WA","District of Columbia",2021-11-26,36.7550177,1.0909131,84.0142596,0,16.0404547
"10666","WI","District of Columbia",2021-11-26,32.9816528,2.3012089,46.7688971,0.0171449,11.9819694
"10667","WV","District of Columbia",2021-11-26,43.7738656,2.7856325,50.7103579,0.0560291,16.7007666
"10668","WY","District of Columbia",2021-11-26,40.505314,3.5839063,33.1219134,0.0245321,20.406163
"10669","AK","District of Columbia",2021-11-27,33.1099707,3.08183,68.7699764,0,15.5159756
"10670","AL","District of Columbia",2021-11-27,37.7715011,1.9559564,43.9623359,0.0551512,11.9739211
"10671","AR","District of Columbia",2021-11-27,40.9106262,1.1449438,45.7929832,0.0471394,14.5636171
"10672","AZ","District of Columbia",2021-11-27,38.9452918,1.9698523,53.8770883,0.0346488,13.9491177
"10673","CA","District of Columbia",2021-11-27,41.8013067,1.2885023,75.7614054,0.0101605,12.2624634
"10674","CO","District of Columbia",2021-11-27,34.5892201,2.3094358,54.5306406,0.0098391,13.2162357
"10675","CT","District of Columbia",2021-11-27,40.1149379,1.320485,65.5177043,0.0120487,12.6755411
"10676","DE","District of Columbia",2021-11-27,36.8568373,1.4800687,54.3487218,0.0723834,10.5495628
"10677","FL","District of Columbia",2021-11-27,39.8321107,1.0262437,50.6876972,0.0512709,10.7726446
"10678","GA","District of Columbia",2021-11-27,37.8601901,1.2433758,52.2245558,0.0280112,11.2081337
"10679","HI","District of Columbia",2021-11-27,33.3124649,1.5151855,82.6212013,0.0101533,15.9546388
"10680","IA","District of Columbia",2021-11-27,33.8770683,2.3611901,37.708048,0.0135471,11.4715386
"10681","ID","District of Columbia",2021-11-27,32.3626769,1.4882637,43.7736303,0.0156392,10.5877298
"10682","IL","District of Columbia",2021-11-27,37.1103609,1.3906842,75.5512558,0.0068095,13.1071007
"10683","IN","District of Columbia",2021-11-27,39.1326065,2.2333126,41.5056676,0.0380673,12.080365
"10684","KS","District of Columbia",2021-11-27,39.794468,2.0660918,47.0087274,0.0245139,12.4147881
"10685","KY","District of Columbia",2021-11-27,42.433229,2.5124024,48.4265681,0.0191444,18.7528654
"10686","LA","District of Columbia",2021-11-27,40.9632149,1.4830059,47.5935016,0.0215271,10.8620133
"10687","MA","District of Columbia",2021-11-27,38.0948096,1.6550331,62.8847566,0.0248679,13.8793423
"10688","MD","District of Columbia",2021-11-27,35.1975678,0.9063935,70.2483374,0.0117951,12.0387781
"10689","ME","District of Columbia",2021-11-27,38.0734295,1.6612691,57.3694908,0.0105809,14.2499191
"10690","MI","District of Columbia",2021-11-27,36.2150423,2.1738469,50.5040166,0.0401342,13.0680681
"10691","MN","District of Columbia",2021-11-27,33.3535841,2.1770599,49.7531908,0.0050503,13.3582124
